报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,56.247,8.3825,6.71,2.5928,16.27,-13.80%,1.60亿,-45.52%,4.14,8.18亿,22.99亿,9.82%,34.74亿,8.32亿
2024,68.945,8.3875,8.22,2.2898,30.11,-0.60%,5.42亿,-5.22%,4.64,11.19亿,26.55亿,18.01%,38.92亿,7.63亿
2023,64.767,8.2717,7.83,2.1375,30.3,-1.62%,5.72亿,7.02%,4.61,13.05亿,26.76亿,18.88%,38.59亿,7.01亿
2022,47.943,8.2946,5.78,1.5566,30.8,-3.14%,5.35亿,-2.07%,4.55,15.05亿,26.32亿,17.33%,37.69亿,7.60亿
2021,53.666,8.2946,6.47,1.6881,31.79,10.62%,5.46亿,5.69%,4.47,12.86亿,26.75亿,17.17%,37.00亿,8.12亿
2020,46.721,8.5258,5.48,1.6256,28.74,3.06%,5.16亿,1.89%,4.20,14.14亿,25.67亿,17.97%,35.79亿,7.57亿
2019,39.443,8.5007,4.64,1.4142,27.89,-4.44%,5.07亿,-6.72%,4.23,15.07亿,25.15亿,18.17%,35.64亿,8.30亿
2018,41.119,8.7116,4.72,1.4092,29.18,11.55%,5.43亿,10.11%,4.09,5.13亿,24.07亿,18.62%,35.60亿,8.24亿
2017,,,6.43,,26.16,13.18%,4.93亿,12.40%,3.61,4.88亿,21.87亿,18.86%,31.41亿,7.19亿
2016,,,5.35,,23.12,10.46%,4.39亿,9.42%,3.13,5.53亿,18.09亿,18.99%,26.61亿,6.39亿
2015,,,7.22,,20.93,6.24%,4.01亿,6.55%,2.66,7.48亿,14.94亿,19.17%,22.88亿,5.34亿
2014,,,4.01,,19.7,5.68%,3.77亿,19.56%,5.06,9.65亿,11.57亿,19.12%,21.65亿,5.31亿
2013,,,3.41,,18.64,4.89%,3.15亿,21.00%,5.59,7.03亿,8.33亿,16.90%,18.02亿,5.73亿
2012,,,3.74,,17.77,22.26%,2.60亿,25.78%,9.41,6.73亿,5.89亿,14.65%,15.12亿,4.37亿
2011,,,4.45,,14.53,36.18%,2.07亿,61.98%,9.25,5.34亿,3.49亿,14.24%,12.38亿,5.17亿
2010,,,3.67,,10.67,34.80%,1.28亿,48.37%,8.35,6.67亿,2.51亿,11.97%,11.19亿,4.15亿
