报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,33.93,15.9296,2.13,2.1153,4.01,16.51%,-1.33亿,-38.52%,3.29,5.35亿,2021.71万,-33.96%,60.74亿,140.16亿
2025,35.842,15.9296,2.25,0.9346,38.35,-56.21%,-41.28亿,-58.71%,3.37,8.03亿,1.53亿,-109.05%,62.09亿,143.27亿
2024,40.62,15.9296,2.55,0.4639,87.57,58.99%,-26.01亿,-3905.99%,5.92,11.55亿,42.81亿,-30.31%,103.30亿,181.77亿
2023,27.175,9.1498,2.97,0.4934,55.08,-63.62%,6833.28万,-35.00%,10.62,22.60亿,68.93亿,1.88%,130.65亿,222.42亿
2022,28.575,9.4932,3.01,0.1887,151.42,20.72%,1.05亿,-38.46%,11.86,27.44亿,68.52亿,0.93%,123.60亿,214.56亿
2021,28.575,9.4932,3.01,0.2278,125.44,67.22%,1.71亿,-44.25%,11.80,47.18亿,67.51亿,2.84%,124.18亿,278.18亿
2020,33.879,9.6246,3.52,0.4517,75.01,-21.59%,3.06亿,-48.73%,11.52,47.93亿,66.11亿,3.88%,122.83亿,309.55亿
2019,43.118,9.6246,4.48,0.4507,95.66,-10.89%,5.98亿,-47.32%,11.61,57.13亿,63.62亿,7.03%,123.69亿,284.89亿
2018,39.942,9.6246,4.15,0.3721,107.35,-7.92%,11.35亿,34.21%,11.35,35.33亿,58.72亿,11.05%,120.79亿,254.83亿
2017,,,7.22,,116.59,11.20%,8.45亿,45.49%,10.57,90.63亿,49.91亿,10.26%,118.94亿,211.41亿
2016,,,8.27,,104.85,30.59%,5.81亿,23.93%,10.20,101.84亿,44.33亿,7.67%,120.49亿,187.98亿
2015,,,10.69,,80.29,1.90%,4.69亿,-36.16%,12.66,63.11亿,41.72亿,7.62%,107.92亿,179.21亿
2014,,,6.79,,78.79,-12.74%,7.34亿,9.33%,9.73,18.38亿,37.88亿,10.68%,83.08亿,155.24亿
2013,,,4.36,,76.63,22.71%,6.72亿,9.92%,9.51,24.30亿,33.23亿,8.89%,89.01亿,135.82亿
2012,,,5.66,,62.45,31.17%,6.11亿,15.67%,8.09,14.71亿,28.32亿,9.81%,74.19亿,125.10亿
2011,,,4.2,,47.61,-15.38%,5.28亿,5.51%,7.91,13.77亿,23.01亿,10.82%,74.86亿,83.89亿
2010,,,7.99,,56.26,37.30%,5.01亿,48.88%,6.62,19.64亿,17.82亿,9.15%,53.65亿,67.43亿
