报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,81.551,17.5757,4.64,1.0429,19.55,-7.09%,1291.83万,-73.57%,4.33,6.19亿,-1.74亿,0.66%,76.05亿,50.28亿
2025,82.079,17.5757,4.67,0.9472,86.65,6.78%,-2.35亿,-236.66%,4.33,10.49亿,-1.87亿,-2.70%,76.12亿,50.60亿
2024,89.17,17.6575,5.05,1.0988,81.15,-17.76%,1.72亿,124.85%,4.48,14.13亿,1.01亿,2.06%,79.45亿,47.98亿
2023,105.476,18.0301,5.85,1.0664,98.91,-11.66%,7646.41万,-87.58%,4.82,10.25亿,-4128.13万,-2.71%,91.20亿,51.51亿
2022,95.623,18.0421,5.3,0.9776,97.81,24.80%,6.16亿,106.53%,5.10,9.18亿,16.17亿,6.35%,92.41亿,52.26亿
2021,135.695,18.0445,7.52,1.7312,78.38,10.15%,2.98亿,-28.05%,4.85,8.66亿,12.60亿,3.85%,87.94亿,53.42亿
2020,71.48,18.0505,3.96,1.0045,71.16,0.14%,4.14亿,32.26%,4.74,8.96亿,11.07亿,5.82%,85.80亿,53.84亿
2019,44.588,13.9773,3.19,0.6275,71.06,1.33%,3.13亿,-14.38%,5.91,11.96亿,8.45亿,4.41%,82.82亿,59.47亿
2018,40.115,13.9773,2.87,0.572,70.13,14.15%,3.66亿,5.21%,5.84,3.30亿,5.94亿,5.22%,81.90亿,58.22亿
2017,,,4.58,,61.44,28.03%,3.48亿,1131.86%,5.62,5.99亿,3.05亿,5.66%,78.55亿,55.03亿
2016,,,5.82,,47.99,-19.07%,2822.86万,107.24%,5.04,3.92亿,-72.50万,0.59%,52.53亿,47.13亿
2015,,,5.86,,59.29,-12.83%,-3.90亿,-719.62%,5.01,7.93亿,-2362.15万,-6.58%,52.25亿,48.34亿
2014,,,3.75,,68.01,-0.41%,6293.77万,224.91%,5.16,7.93亿,3.71亿,0.20%,55.45亿,52.26亿
2013,,,2.29,,66.1,1.03%,1937.06万,108.88%,5.15,7.42亿,3.49亿,0.29%,53.71亿,46.85亿
2012,,,2.91,,65.42,-6.07%,-2.18亿,-241.75%,5.13,6.65亿,3.39亿,-3.33%,53.54亿,42.96亿
2011,,,3.31,,69.65,13.47%,1.54亿,-42.42%,5.39,11.52亿,5.74亿,2.21%,45.43亿,38.58亿
2010,,,7.12,,61.38,56.93%,2.67亿,184.63%,5.44,23.91亿,4.41亿,3.30%,53.42亿,32.12亿
