报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,81.965,14.7155,5.57,0.1925,106.45,-6.64%,1.29亿,-2.63%,4.54,84.45亿,28.65亿,1.35%,76.71亿,36.81亿
2025,88.267,14.7111,6.0,0.1742,506.71,-7.57%,6.80亿,60.03%,4.47,106.71亿,27.36亿,1.46%,74.91亿,34.89亿
2024,70.931,14.3294,4.95,0.1294,548.22,-10.01%,4.25亿,-25.46%,4.58,127.53亿,29.55亿,0.88%,78.50亿,33.22亿
2023,76.06,14.297,5.32,0.1249,609.18,-9.56%,5.70亿,91.85%,4.55,38.90亿,29.96亿,0.94%,77.03亿,34.85亿
2022,71.666,14.3046,5.01,0.1064,673.6,0.74%,2.97亿,-51.63%,4.36,38.97亿,26.84亿,0.32%,73.82亿,28.40亿
2021,117.275,14.3896,8.15,0.1754,668.66,38.10%,6.14亿,-46.27%,4.33,38.03亿,26.66亿,0.87%,72.41亿,36.77亿
2020,140.309,14.1156,9.94,0.2898,484.19,8.20%,11.43亿,32.20%,4.43,43.05亿,27.74亿,2.43%,68.46亿,27.67亿
2019,,,,,447.49,18.68%,8.65亿,123.30%,2.93,29.64亿,20.24亿,2.01%,41.66亿,17.90亿
2018,,,,,377.05,20.25%,3.87亿,-14.90%,2.36,17.46亿,13.60亿,1.10%,34.15亿,17.64亿
2017,,,,,313.55,59.05%,4.55亿,-8.45%,2.11,16.72亿,11.49亿,1.46%,26.47亿,18.20亿
2016,,,,,197.15,False,4.97亿,False,1.36,12.50亿,8.85亿,2.53%,21.93亿,14.42亿
