报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,62.794,7.0794,8.87,9.71,6.74%,1009.07万,63.46%,3.68,6.4669,620.2797,2.4103,PE；PB,12.32亿,6.12亿,1.12%,26.07亿,9.01亿,,,四川金舵投资有限责任公司
2026-03-31,62.794,7.0794,8.87,9.71,6.74%,1009.07万,63.46%,3.68,1.6167,620.2797,2.4103,PE；PB,12.32亿,6.12亿,1.12%,26.07亿,9.01亿,,,四川金舵投资有限责任公司
2025,51.042,7.0794,7.21,43.53,3.02%,9752.00万,19.88%,3.67,1.1726,51.5,1.9646,PE；PB,8.89亿,6.02亿,2.30%,26.01亿,7.62亿,0.115,,四川金舵投资有限责任公司
2024,52.175,7.0794,7.37,42.25,12.39%,8134.92万,-61.60%,3.65,1.2349,67.0,2.0192,PE；PB,9.41亿,5.90亿,1.98%,25.86亿,7.26亿,0.1,,四川金舵投资有限责任公司
2023,57.697,7.0794,8.15,37.59,3.38%,2.12亿,18.61%,3.64,1.5349,27.1667,2.239,PE；PB,7.78亿,5.93亿,5.72%,25.79亿,5.78亿,,,四川金舵投资有限责任公司
2022,45.733,7.0794,6.46,36.36,-10.77%,1.79亿,-32.85%,3.34,1.2578,25.84,1.9341,PE；PB,5.49亿,4.00亿,4.96%,23.67亿,5.06亿,,,四川金舵投资有限责任公司
2021,108.315,7.0794,15.3,40.75,30.43%,2.66亿,186.64%,3.08,2.658,40.2632,4.9675,PE；PB,4.02亿,2.28亿,6.55%,21.82亿,6.12亿,,,四川金舵投资有限责任公司
2020,75.741,7.1118,10.65,31.24,-13.06%,9279.19万,110.59%,2.71,2.4245,81.9231,3.9299,PE；PB,2.21亿,-3753.91万,2.40%,19.15亿,4.80亿,,,四川金舵投资有限责任公司
2019,46.761,7.1282,6.56,35.94,-10.23%,-8.76亿,-519.62%,2.58,1.3011,,2.5426,PE；PB,3.46亿,-1.30亿,-26.13%,18.60亿,4.11亿,0.3,,四川金舵投资有限责任公司
2018,50.689,7.1292,7.11,40.03,8.22%,2.09亿,-40.91%,3.96,1.2663,24.5172,1.7955,PE；PB,4.98亿,9.74亿,4.67%,29.36亿,4.23亿,0.05,,四川金舵投资有限责任公司
2017,,,10.38,36.99,63.82%,3.53亿,155.84%,3.78,,20.3529,2.746,PE；PB,5.57亿,8.15亿,9.54%,27.95亿,4.25亿,0.03,,四川金舵投资有限责任公司
2016,,,10.0,22.58,41.81%,1.38亿,-9.21%,2.72,,47.619,3.6765,PE；PB,7.44亿,4.93亿,6.12%,18.99亿,2.95亿,0.03,,四川金舵投资有限责任公司
2015,,,14.65,15.92,56.47%,1.52亿,67.40%,1.71,,58.6,8.5673,PE；PB,4.07亿,3.75亿,10.41%,10.79亿,1.72亿,0.0300325,,四川金舵投资有限责任公司
2014,,,3.86,10.18,38.38%,9090.98万,48.93%,3.69,,25.7333,1.0461,PE；PB,3.04亿,2.37亿,9.23%,9.23亿,1.32亿,0.03,,四川金舵投资有限责任公司
2013,,,3.04,7.35,38.74%,6104.03万,18.09%,3.32,,12.16,0.9157,PE；PB,3.12亿,1.60亿,8.67%,8.15亿,7120.73万,0.03,,四川金舵投资有限责任公司
2012,,,2.39,5.3,-3.46%,5168.91万,-29.23%,3.11,,11.381,0.7685,PE；PB,3.40亿,1.11亿,9.51%,7.97亿,7344.38万,0.1,,四川金舵投资有限责任公司
2011,,,2.98,5.49,25.50%,7303.46万,16.11%,5.93,,8.9624,0.5025,PE；PB,4.62亿,1.22亿,13.56%,7.30亿,7404.27万,,,四川金舵投资有限责任公司
2010,,,,4.38,70.51%,6290.23万,128.02%,2.05,,,,PE；PB,7335.83万,5460.67万,14.46%,1.89亿,7394.32万,,,四川金舵投资有限责任公司
