报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,76.812,1.6056,47.84,1.1,-3.85%,-1806.25万,9.17%,10.68,69.8291,,4.4794,PE；PB,5.13亿,3.06亿,-17.33%,17.47亿,4.01亿,,20%: 最新年度营业收入下滑,福建省国有资产管理有限公司
2026-03-31,76.812,1.6056,47.84,1.1,-3.85%,-1806.25万,9.17%,10.68,17.4573,,4.4794,PE；PB,5.13亿,3.06亿,-17.33%,17.47亿,4.01亿,,,福建省国有资产管理有限公司
2025,49.966,1.6056,31.12,6.76,8.81%,1264.66万,26.93%,10.79,7.3914,389.0,2.8842,PE；PB,4.45亿,3.24亿,1.70%,17.66亿,3.87亿,0.056999999999999995,,福建省国有资产管理有限公司
2024,45.679,1.6056,28.45,6.21,5.82%,996.34万,114.59%,10.58,7.3557,448.7382,2.689,PE；PB,3.97亿,3.26亿,1.29%,17.01亿,3.56亿,,,福建省国有资产管理有限公司
2023,36.89,1.5358,24.02,5.87,-24.81%,-6827.45万,-333.11%,10.67,6.2845,,2.2512,PE；PB,4.65亿,3.21亿,-11.73%,17.18亿,3.23亿,0.057999999999999996,,福建省国有资产管理有限公司
2022,28.412,1.5358,18.5,7.81,15.76%,2928.86万,-34.97%,11.67,3.6379,100.7077,1.5853,PE；PB,5.62亿,4.06亿,3.26%,17.97亿,3.70亿,0.08959,,福建省国有资产管理有限公司
2021,40.868,1.5358,26.61,6.75,14.82%,4503.88万,-11.72%,11.55,6.0545,89.9594,2.3039,PE；PB,7.06亿,3.96亿,7.06%,17.83亿,3.30亿,0.10153000000000001,,福建省国有资产管理有限公司
2020,40.898,1.5358,26.63,5.88,1.32%,5102.02万,-44.64%,11.73,6.9554,80.1626,2.2702,PE；PB,7.45亿,3.70亿,8.68%,18.02亿,1.96亿,0.2,,福建省国有资产管理有限公司
2019,60.157,1.5358,39.17,5.8,5.06%,9216.63万,0.85%,11.6,10.3719,55.655,3.3767,PE；PB,2.04亿,3.53亿,15.89%,17.82亿,1.87亿,,,福建省国有资产管理有限公司
2018,,,,5.52,-4.86%,9138.64万,0.14%,6.73,,,,PE；PB,1.05亿,2.69亿,16.56%,7.72亿,1.50亿,,,福建省国有资产管理有限公司
2017,,,,5.8,23.70%,9125.60万,26.76%,5.93,,,,PE；PB,1.88亿,1.86亿,15.73%,6.81亿,1.25亿,,,福建省国有资产管理有限公司
2016,,,,4.69,False,7198.86万,False,5.57,,,,PE；PB,2.50亿,1.52亿,15.35%,6.39亿,8316.91万,,,福建省国有资产管理有限公司
