报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,94.205,7.4177,12.7,0.9768,24.11,-26.00%,1.16亿,-59.01%,9.26,61.35亿,26.45亿,4.86%,69.15亿,15.40亿
2025,108.669,7.4177,14.65,1.5043,72.24,-20.84%,-1.52亿,-165.91%,9.10,62.66亿,28.75亿,-2.01%,70.52亿,14.95亿
2024,143.013,7.4177,19.28,1.5671,91.26,-13.85%,2.31亿,178.20%,9.46,69.49亿,27.93亿,2.77%,70.54亿,22.92亿
2023,156.439,7.4177,21.09,1.4768,105.93,-9.30%,-2.96亿,56.09%,9.14,72.71亿,25.62亿,-2.82%,68.02亿,21.94亿
2022,219.119,7.4177,29.54,1.8763,116.78,-21.46%,-6.73亿,-758.08%,9.54,85.67亿,28.57亿,-5.90%,70.85亿,57.60亿
2021,280.241,7.4177,37.78,1.8847,148.69,-4.14%,1.02亿,-75.64%,10.47,76.39亿,35.74亿,0.71%,77.93亿,55.09亿
2020,531.256,7.4177,71.62,3.425,155.11,4.10%,4.20亿,-48.10%,10.44,87.97亿,35.92亿,2.75%,77.72亿,72.91亿
2019,384.756,7.4177,51.87,2.5823,149.0,23.40%,8.09亿,8.73%,10.02,80.79亿,33.61亿,5.49%,74.60亿,81.60亿
2018,137.455,5.7059,24.09,1.1384,120.74,2.90%,7.44亿,69.78%,11.76,61.72亿,27.26亿,6.03%,77.29亿,82.13亿
2017,,,14.44,,117.34,4.79%,4.38亿,6.25%,10.67,50.96亿,22.20亿,3.77%,71.27亿,78.17亿
2016,,,16.45,,111.97,16.18%,4.13亿,9.65%,10.07,41.39亿,19.54亿,3.79%,68.22亿,77.99亿
2015,,,15.85,,96.37,1.65%,3.76亿,4.68%,9.46,24.97亿,16.71亿,3.98%,55.04亿,75.53亿
2014,,,13.85,,94.81,4.50%,3.59亿,81.85%,8.90,26.06亿,13.96亿,3.85%,51.85亿,73.84亿
2013,,,11.31,,90.72,8.76%,1.98亿,57.09%,6.98,18.56亿,11.10亿,2.26%,31.76亿,68.38亿
2012,,,9.81,,83.42,10.05%,1.26亿,-58.99%,6.58,23.07亿,9.54亿,1.57%,29.86亿,54.05亿
2011,,,10.15,,75.8,20.93%,3.07亿,15.64%,6.51,15.64亿,9.35亿,4.24%,29.94亿,42.58亿
2010,,,16.27,,62.68,2.98%,2.65亿,65.21%,6.06,12.05亿,7.78亿,4.50%,27.96亿,24.89亿
