报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,23.915,1.7741,13.48,18.7168,0.319432,-17.40%,-482.20万,-240.28%,0.93,2178.26万,-5.81亿,-15.25%,1.67亿,2.10亿
2025,22.194,1.7741,12.51,13.0553,1.7,-1.53%,1412.12万,-49.02%,0.96,5702.16万,-5.76亿,8.49%,1.71亿,1.91亿
2024,29.273,1.7741,16.5,17.0192,1.72,11.87%,2770.03万,284.55%,0.86,4375.55万,-5.90亿,15.93%,1.53亿,1.70亿
2023,30.869,1.7741,17.4,20.0448,1.54,12.96%,-1500.94万,-304.04%,0.68,1759.32万,-6.18亿,-9.69%,1.23亿,1.76亿
2022,29.361,1.7741,16.55,21.589,1.36,49.77%,735.61万,154.27%,0.75,1900.34万,-6.03亿,5.47%,1.35亿,1.64亿
2021,44.548,1.7741,25.11,48.9065,0.910881,-10.42%,-1355.48万,-140.48%,0.69,1064.10万,-6.10亿,-14.88%,1.23亿,1.45亿
2020,56.594,1.7741,31.9,55.4843,1.02,2.67%,3348.38万,-50.91%,0.75,682.29万,-5.96亿,32.93%,1.34亿,1.15亿
2019,13.253,1.7741,7.47,13.3806,0.990463,288.67%,6821.37万,171.44%,0.34,2122.74万,-6.30亿,68.84%,9187.01万,1.01亿
2018,9.296,1.7741,5.24,36.4786,0.254834,-46.47%,-9548.15万,19.39%,-1.34,432.47万,-6.97亿,-374.71%,-2.07亿,5958.75万
2017,,,14.28,,0.476051,-73.23%,-1.18亿,28.49%,-0.63,177.25万,-6.02亿,-248.80%,-1.12亿,8554.44万
2016,,,17.8,,1.78,70.14%,-1.66亿,-12421.57%,0.03,1915.35万,-4.83亿,-93.13%,599.02万,9366.32万
2015,,,14.08,,1.05,82.51%,134.41万,103.42%,0.70,2930.33万,-3.18亿,1.29%,1.23亿,1.99亿
2014,,,12.39,,0.572682,-46.92%,-3928.85万,-34.07%,0.66,5065.97万,-3.19亿,-68.60%,1.18亿,1.90亿
2013,,,7.79,,1.08,-19.44%,-2930.53万,-389.15%,0.88,4498.06万,-2.80亿,-27.16%,1.57亿,1.52亿
2012,,,10.24,,1.34,27.83%,1013.49万,109.69%,1.05,4562.73万,-2.50亿,7.51%,1.86亿,1.17亿
2011,,,11.4,,1.05,62.74%,483.33万,108.14%,0.99,341.48万,-2.61亿,4.19%,1.77亿,1.03亿
2010,,,13.19,,0.643785,-18.25%,-5939.91万,-946.11%,0.97,102.37万,-2.65亿,-93.65%,1.75亿,8999.10万
