报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,76.912,4.01,19.18,4.2697,13.51,11.25%,1.53亿,-22.34%,5.09,2.12亿,11.20亿,11.29%,20.40亿,4.65亿
2024,64.641,4.01,16.12,3.7758,17.12,2.73%,2.66亿,17.97%,4.87,2.74亿,10.48亿,15.53%,19.54亿,4.56亿
2023,68.691,4.01,17.13,4.1231,16.66,14.07%,2.25亿,18.35%,4.41,2.19亿,8.88亿,13.52%,17.68亿,4.58亿
2022,59.328,4.0414,14.68,4.0608,14.61,2.70%,1.90亿,-2.37%,3.96,1.62亿,7.33亿,13.03%,16.02亿,5.36亿
2021,91.468,4.01,22.81,6.4323,14.22,18.32%,1.95亿,2.75%,3.58,2.02亿,6.16亿,13.71%,14.34亿,4.68亿
2020,,,,,12.02,2.10%,1.90亿,44.23%,3.02,1.64亿,4.86亿,15.79%,10.90亿,2.92亿
2019,,,,,11.77,-1.78%,1.32亿,14.22%,2.56,8907.87万,3.38亿,11.17%,9.25亿,2.60亿
2018,,,,,11.99,10.52%,1.15亿,-26.31%,2.20,7261.98万,2.12亿,9.38%,7.94亿,3.22亿
2017,,,,,10.85,51.41%,1.56亿,38.97%,1.99,9966.37万,1.65亿,14.09%,6.21亿,2.86亿
2016,,,,,7.16,False,1.12亿,False,10.97,6190.61万,4.08亿,15.38%,5.68亿,1.77亿
