报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,178.002,50.4255,3.53,31.8619,4.19,8.98%,-2.23亿,33.13%,0.0025,1.29亿,-235.24亿,-52.73%,1972.42万,1.60亿
2024,120.517,50.4255,2.39,21.598,5.58,-23.96%,-10.00亿,-6.82%,0.05,2.09亿,-233.01亿,-179.20%,2.40亿,1.75亿
2023,150.268,50.4255,2.98,20.4725,7.34,-6.28%,-9.37亿,-1.77%,0.24,7.95亿,-223.01亿,-127.56%,12.40亿,2.97亿
2022,215.947,50.6918,4.26,27.5794,7.83,-5.09%,-9.20亿,4.15%,0.43,10.10亿,-213.64亿,-115.93%,21.76亿,2.07亿
2021,321.893,50.6918,6.35,39.0173,8.25,-38.34%,-9.60亿,90.72%,0.63,16.21亿,-204.44亿,-116.61%,31.92亿,2.79亿
2020,27.374,20.2767,1.35,2.0459,13.38,-55.18%,-103.43亿,7.57%,-2.18,2.20亿,-193.84亿,-807.37%,-39.57亿,3.19亿
2019,59.411,20.2767,2.93,1.9897,29.86,-79.78%,-111.90亿,-1498.98%,3.15,21.99亿,-90.41亿,-374.81%,63.88亿,14.11亿
2018,87.798,20.2767,4.33,0.5947,147.64,-29.03%,8.00亿,-36.34%,8.66,43.15亿,21.49亿,5.42%,175.79亿,24.10亿
2017,,,11.92,,208.04,1128.48%,12.56亿,1347.74%,8.24,60.23亿,15.84亿,6.04%,169.29亿,30.15亿
2016,,,14.41,,16.94,4.16%,8678.44万,43.85%,4.08,7.62亿,3.37亿,5.15%,21.64亿,10.40亿
2015,,,6.18,,16.26,46.29%,6032.94万,43.75%,3.94,10.25亿,2.62亿,3.72%,20.87亿,6.11亿
2014,,,6.43,,11.11,23.15%,4196.86万,7.60%,3.82,7.71亿,2.03亿,3.79%,20.27亿,6.42亿
2013,,,4.57,,9.02,6.97%,3900.58万,41.60%,3.76,9.32亿,1.71亿,4.35%,19.93亿,4.72亿
2012,,,4.21,,8.44,-3.08%,2754.62万,-24.22%,3.86,1.88亿,1.52亿,3.34%,12.30亿,3.03亿
2011,,,4.58,,8.71,8.30%,3635.24万,-17.16%,3.77,2.29亿,1.29亿,4.16%,12.02亿,3.67亿
2010,,,7.51,,8.04,41.68%,4388.03万,30.99%,3.65,3.03亿,9285.85万,5.42%,11.66亿,3.25亿
