报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,26.829,1.1956,22.44,1.6895,11.91,12.65%,-2695.02万,-91.26%,15.05,4.64亿,5431.56万,-2.15%,18.20亿,4.08亿
2024,21.294,1.1956,17.81,1.3606,15.65,1.35%,-2621.16万,-161.94%,15.27,6.18亿,8126.59万,-1.50%,18.45亿,3.60亿
2023,39.799,1.2024,33.1,2.5777,15.44,245.07%,4231.86万,148.49%,15.68,6.69亿,1.07亿,2.86%,18.93亿,3.63亿
2022,23.28,0.8603,27.06,5.2081,4.47,-53.50%,-8727.27万,-938.42%,21.67,9.31亿,6917.45万,-19.72%,18.71亿,2.49亿
2021,35.72,0.8603,41.52,3.7131,9.62,-62.66%,1040.92万,-95.23%,22.99,12.28亿,1.82亿,1.09%,19.85亿,1.50亿
2020,,,,,25.77,157.39%,2.18亿,152.27%,8.68,6894.04万,1.73亿,8.47%,5.67亿,2.09亿
2019,,,,,10.01,197.54%,8655.37万,245.94%,2.98,9380.78万,-2449.30万,8.64%,1.76亿,1.70亿
2018,,,,,3.37,5.03%,-5930.97万,-1610.23%,-0.14,1610.28万,-1.11亿,-17.62%,-12.79万,5174.38万
2017,,,,,3.2,155.11%,392.72万,125.35%,1.04,3072.78万,-5173.70万,1.36%,5225.90万,3798.23万
2016,,,,,1.26,-19.85%,-1549.43万,18.62%,1.77,481.05万,-2665.52万,-12.40%,8926.76万,3198.96万
2015,,,,,1.57,-2.97%,-1903.89万,-305.96%,1.78,1745.36万,-1116.08万,-12.17%,9283.52万,2746.52万
2014,,,,,1.61,16.23%,924.40万,7853.66%,2.37,504.17万,1624.10万,5.72%,1.20亿,3494.17万
2013,,,,,1.39,False,11.62万,False,2.19,1957.21万,792.14万,0.08%,1.10亿,3240.42万
