报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,107.957,2.6538,40.68,1.4288,56.67,16.16%,1.59亿,-41.09%,16.07,15.10亿,15.32亿,2.86%,42.73亿,21.09亿
2024,53.238,2.0421,26.07,0.7894,67.44,18.25%,3.59亿,-11.63%,20.56,16.48亿,14.83亿,5.34%,42.02亿,18.96亿
2023,54.919,1.7825,30.81,0.963,57.03,32.96%,4.07亿,58.52%,17.43,8.08亿,12.46亿,7.16%,31.10亿,15.70亿
2022,77.003,1.7829,43.19,1.7954,42.89,80.93%,2.57亿,300.38%,15.26,8.01亿,9.38亿,5.96%,27.23亿,12.41亿
2021,28.607,1.5347,18.64,1.2065,23.71,28.89%,6408.34万,-60.34%,11.46,10.84亿,7.24亿,2.70%,18.94亿,8.06亿
2020,35.294,1.507,23.42,1.9192,18.39,15.17%,1.62亿,6.85%,11.53,14.00亿,7.08亿,8.79%,18.72亿,5.19亿
2019,40.282,1.507,26.73,2.5224,15.97,8.07%,1.51亿,7.36%,10.77,7.80亿,6.06亿,9.47%,16.22亿,3.57亿
2018,,,,,14.78,4.31%,1.41亿,1.30%,6.90,1.95亿,4.69亿,9.53%,7.79亿,2.35亿
2017,,,,,14.17,22.36%,1.39亿,19.28%,5.65,2.05亿,3.42亿,9.82%,6.39亿,1.91亿
2016,,,,,11.58,33.83%,1.17亿,40.51%,4.72,2.32亿,2.51亿,10.07%,5.33亿,1.42亿
2015,,,,,8.65,18.62%,8297.47万,17.25%,3.69,1.14亿,1.46亿,9.59%,4.17亿,1.45亿
2014,,,,,7.29,30.02%,7076.83万,23.11%,3.35,5519.35万,1.16亿,9.70%,3.79亿,9845.19万
2013,,,,,5.61,50.41%,5748.31万,34.56%,2.73,1.15亿,5214.21万,10.25%,3.08亿,8298.66万
2012,,,,,3.73,False,4272.04万,False,3.18,9870.06万,7041.07万,11.45%,2.13亿,3492.33万
