报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,52.089,0.9262,56.24,9.2795,4.21,23.05%,4477.54万,308.53%,21.63,12.14亿,2.73亿,10.60%,20.17亿,9975.49万
2024,44.819,0.9262,48.39,7.3837,6.07,-4.92%,2982.88万,292.87%,21.17,11.67亿,2.47亿,4.81%,19.74亿,3008.18万
2023,53.636,0.9262,57.91,8.3937,6.39,20.46%,-1546.56万,-148.55%,21.68,12.44亿,2.30亿,-2.49%,20.18亿,4311.06万
2022,35.64,0.9262,38.48,6.7245,5.3,22.70%,3185.54万,-56.52%,21.97,13.51亿,2.67亿,5.99%,20.46亿,2855.22万
2021,86.711,0.9262,93.62,20.072,4.32,29.26%,7325.91万,0.34%,21.37,16.10亿,2.76亿,17.72%,19.91亿,1779.02万
2020,,,,,3.34,9.78%,7301.44万,24.34%,6.49,2.26亿,2.22亿,21.95%,4.51亿,1829.18万
2019,,,,,3.05,25.46%,5871.99万,-15.89%,5.73,1.76亿,1.77亿,19.42%,3.98亿,2006.50万
2018,,,,,2.43,49.77%,6981.42万,-22.30%,5.07,1.29亿,1.38亿,29.08%,3.52亿,1246.94万
2017,,,,,1.62,11.16%,8985.08万,674.14%,3.62,1.20亿,7453.59万,51.03%,2.58亿,1817.68万
2016,,,,,1.46,31.96%,-1564.97万,-222.35%,2.76,1.32亿,111.37万,-11.20%,2.13亿,257.44万
2015,,,,,1.11,-19.73%,1279.09万,-65.17%,2.18,4504.21万,1676.34万,11.49%,1.45亿,398.05万
2014,,,,,1.39,40.04%,3672.70万,46.49%,1.98,8308.88万,4018.92万,26.48%,1.32亿,False
2013,,,,,0.990592,False,2507.22万,False,3.70,4552.67万,2720.46万,25.31%,6897.38万,False
