报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,3576.123,66.372,53.88,10.9818,81.41,12.98%,22.82亿,21.78%,9.59,406.36亿,424.56亿,28.02%,641.47亿,28.86亿
2025,3953.78,66.372,59.57,12.5005,316.29,13.02%,77.11亿,21.69%,9.23,410.69亿,401.73亿,24.40%,617.97亿,28.78亿
2024,2917.755,63.79,45.74,10.4261,279.85,22.63%,63.37亿,47.28%,7.14,250.89亿,338.66亿,22.64%,460.90亿,24.17亿
2023,2860.982,63.79,44.85,12.5372,228.2,7.26%,43.02亿,10.14%,6.34,208.45亿,288.03亿,18.75%,410.33亿,23.14亿
2022,2428.485,63.79,38.07,11.4147,212.75,-17.87%,39.06亿,-13.77%,5.93,178.71亿,255.20亿,17.93%,384.13亿,24.51亿
2021,3192.249,63.9601,49.91,12.3224,259.06,-6.59%,45.30亿,-28.41%,5.47,187.21亿,228.73亿,17.31%,355.72亿,24.03亿
2020,4862.529,53.3172,91.2,17.5321,277.35,19.09%,63.28亿,18.78%,5.72,164.33亿,208.44亿,22.75%,307.87亿,17.78亿
2019,2632.899,44.2281,59.53,11.3053,232.89,33.70%,53.28亿,31.05%,5.60,135.63亿,165.48亿,22.87%,249.38亿,16.07亿
2018,1097.628,36.8208,29.81,6.3017,174.18,25.89%,40.66亿,26.39%,5.35,38.90亿,131.15亿,23.32%,197.98亿,10.31亿
2017,,,29.95,,138.36,24.72%,32.17亿,24.25%,5.43,42.67亿,105.45亿,23.80%,159.43亿,7.90亿
2016,,,16.42,,110.94,19.08%,25.89亿,19.22%,5.28,49.12亿,84.01亿,23.74%,128.74亿,6.37亿
2015,,,14.74,,93.16,25.01%,21.72亿,43.28%,5.08,51.33亿,66.55亿,23.87%,103.58亿,5.23亿
2014,,,8.64,,74.52,20.14%,15.16亿,22.41%,5.27,34.49亿,51.41亿,21.11%,81.54亿,5.51亿
2013,,,7.94,,62.03,14.13%,12.38亿,14.92%,4.67,21.69亿,40.19亿,20.83%,66.56亿,4.30亿
2012,,,5.7,,54.35,19.44%,10.77亿,22.90%,4.22,13.29亿,31.10亿,21.18%,54.42亿,3.38亿
2011,,,5.06,,45.5,21.53%,8.77亿,21.05%,3.76,9.49亿,23.35亿,20.67%,43.79亿,3.00亿
2010,,,6.8,,37.44,23.61%,7.24亿,8.78%,4.52,9.95亿,18.22亿,20.18%,34.75亿,1.76亿
