报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,173.694,8.4564,20.54,17.2088,7.57,-23.71%,-2.13亿,-0.03%,6.36,22.87亿,18.47亿,-28.28%,53.84亿,5.79亿
2024,136.916,8.4568,16.19,5.5499,24.67,-19.71%,1.58亿,-54.65%,6.68,26.49亿,21.10亿,6.41%,56.49亿,3.48亿
2023,188.429,8.4573,22.28,6.1318,30.73,-10.62%,3.49亿,13.74%,6.55,32.86亿,20.14亿,11.25%,55.39亿,3.33亿
2022,255.625,8.4588,30.22,7.4353,34.38,16.35%,3.07亿,21.99%,6.19,28.12亿,17.24亿,8.95%,52.49亿,6.57亿
2021,467.998,8.4629,55.3,15.8375,29.55,17.00%,2.51亿,55.73%,5.94,26.96亿,14.63亿,8.56%,50.92亿,9.72亿
2020,138.326,8.3834,16.5,5.8023,23.84,13.31%,1.61亿,3.62%,5.61,19.85亿,12.10亿,6.82%,47.18亿,4.75亿
2019,213.441,8.3834,25.46,10.1445,21.04,8.95%,1.56亿,29.58%,5.43,15.00亿,10.66亿,7.56%,46.03亿,2.91亿
2018,147.716,8.3834,17.62,7.6497,19.31,-9.64%,1.20亿,-28.90%,5.26,19.46亿,9.24亿,6.45%,44.55亿,3.10亿
2017,,,22.65,,21.37,18.80%,1.69亿,8.54%,5.12,18.81亿,8.48亿,8.29%,43.88亿,2.11亿
2016,,,19.29,,17.99,12.21%,1.56亿,4.69%,3.44,5.24亿,7.08亿,9.61%,15.73亿,1.93亿
2015,,,34.4,,16.03,29.65%,1.49亿,24.56%,3.17,5.65亿,5.99亿,10.14%,14.39亿,2.05亿
2014,,,18.85,,12.36,60.45%,1.19亿,62.17%,5.70,7.57亿,4.60亿,10.12%,12.84亿,1.56亿
2013,,,8.63,,7.71,44.13%,7364.81万,312.08%,3.25,6.09亿,3.44亿,7.77%,9.06亿,8322.12万
2012,,,2.97,,3.17,-37.56%,1787.23万,-79.34%,3.03,3.89亿,2.03亿,3.06%,6.00亿,7581.14万
2011,,,4.91,,5.08,34.44%,8649.62万,32.86%,2.98,3.68亿,1.94亿,17.66%,6.16亿,7909.27万
2010,,,6.19,,3.78,40.38%,6510.52万,80.48%,3.43,3.55亿,1.41亿,18.58%,4.97亿,7689.47万
