报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,87.353,3.2021,27.28,8.8653,7.39,-16.14%,3901.40万,-50.16%,4.35,3.50亿,4.80亿,5.18%,13.92亿,3.91亿
2024,86.937,3.2021,27.15,7.7831,11.17,44.83%,2684.91万,-65.92%,4.25,3.09亿,4.48亿,2.34%,13.60亿,4.36亿
2023,99.361,3.2021,31.03,12.8873,7.71,0.12%,7878.35万,3.36%,4.23,4.43亿,4.53亿,10.05%,13.55亿,3.67亿
2022,24.557,2.278,10.78,3.1851,7.71,13.61%,7622.20万,42.63%,5.56,3.25亿,3.95亿,9.76%,12.65亿,4.50亿
2021,25.052,2.2795,10.99,3.695,6.78,27.21%,5344.03万,46.83%,5.15,3.33亿,3.27亿,7.30%,11.74亿,5.34亿
2020,22.511,2.0099,11.2,4.2235,5.33,22.81%,3639.52万,-45.95%,4.06,1.55亿,2.91亿,5.81%,8.12亿,4.02亿
2019,31.13,2.0267,15.36,7.1728,4.34,0.63%,6733.81万,-35.97%,3.96,7384.21万,2.81亿,14.20%,7.99亿,2.07亿
2018,16.99,1.4206,11.96,3.942,4.31,38.18%,1.05亿,39.78%,5.29,2.60亿,2.52亿,23.88%,7.53亿,1.76亿
2017,,,12.19,,3.12,26.02%,7523.64万,21.31%,6.55,2.49亿,1.76亿,24.02%,6.57亿,1.84亿
2016,,,,,2.48,17.96%,6202.15万,20.83%,3.63,1.08亿,1.16亿,25.03%,2.72亿,1.01亿
2015,,,,,2.1,33.87%,5132.81万,58.71%,2.91,6055.52万,6722.30万,24.44%,2.18亿,8063.90万
2014,,,,,1.57,55.42%,3234.04万,24.35%,4.46,7032.28万,2715.50万,20.61%,1.74亿,7288.10万
2013,,,,,1.01,-18.23%,2600.84万,-28.32%,12.04,8226.04万,1.05亿,25.77%,1.20亿,3282.36万
2012,,,,,1.23,False,3628.40万,False,11.64,4600.06万,1.01亿,29.41%,1.16亿,4124.73万
