报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,49.991,2.8069,17.81,11.6078,3.23,-1.69%,819.21万,-76.03%,4.20,2.98亿,-5411.26万,2.54%,11.83亿,9290.12万
2024,53.549,2.8288,18.93,12.2258,4.38,5.58%,3675.33万,15.00%,4.18,2.94亿,-6230.48万,8.40%,11.82亿,8342.18万
2023,49.872,2.8288,17.63,12.0464,4.14,-7.38%,3196.06万,-14.18%,4.10,5.95亿,-9905.81万,7.71%,11.61亿,6594.86万
2022,31.683,2.8288,11.2,7.0879,4.47,-8.07%,3724.20万,-13.32%,4.00,4.65亿,-1.31亿,8.32%,11.31亿,5968.89万
2021,33.691,2.8288,11.91,6.9181,4.87,8.16%,4296.42万,-7.63%,3.90,3.31亿,-1.68亿,8.83%,11.03亿,7045.56万
2020,32.758,2.8288,11.58,7.2796,4.5,0.09%,4651.28万,126.75%,3.74,4.65亿,-2.11亿,10.33%,10.58亿,8061.05万
2019,36.35,2.8288,12.85,8.0778,4.5,-5.25%,-1.74亿,-2254.96%,3.55,3.74亿,-2.58亿,-38.66%,10.03亿,2718.12万
2018,27.553,2.8288,9.74,5.8006,4.75,-5.04%,806.82万,-57.26%,4.17,2.80亿,-8387.15万,1.65%,11.66亿,1.16亿
2017,,,16.78,,5.0,-12.99%,1887.57万,5.24%,4.16,1.21亿,-9193.97万,2.29%,11.66亿,9672.21万
2016,,,30.34,,5.74,14.81%,1793.53万,106.91%,4.11,2.17亿,-1.11亿,0.20%,11.59亿,8981.40万
2015,,,57.22,,5.0,-4.04%,-2.59亿,-810.77%,4.07,5.70亿,-1.29亿,-51.23%,12.23亿,1.21亿
2014,,,27.31,,5.21,31.66%,3650.38万,9.52%,4.97,5.26亿,1.31亿,12.63%,14.57亿,7919.32万
2013,,,16.58,,3.96,-13.87%,3333.07万,-55.19%,4.95,7.97亿,1.25亿,8.42%,13.99亿,8255.12万
2012,,,9.21,,4.6,-18.57%,7438.35万,-27.33%,6.62,9.83亿,1.71亿,16.18%,14.40亿,5810.52万
2011,,,9.09,,5.65,-13.07%,1.02亿,-7.02%,11.37,11.42亿,1.94亿,18.13%,14.56亿,7007.31万
2010,,,,,6.49,15.63%,1.10亿,17.93%,2.27,1.14亿,1.02亿,16.95%,2.18亿,6917.04万
