报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,51.503,2.004,25.7,4.8588,7.95,35.19%,-2846.47万,58.26%,5.00,5.40亿,2.17亿,-3.66%,9.92亿,2.91亿
2024,46.292,2.004,23.1,5.5841,8.29,-23.73%,-9924.88万,-126.78%,5.15,6.12亿,2.46亿,-13.17%,10.23亿,1.86亿
2023,70.14,2.004,35.0,6.4467,10.88,-38.63%,-4376.42万,-170.44%,5.64,6.31亿,3.43亿,-4.28%,11.27亿,2.80亿
2022,24.288,2.004,12.12,1.3707,17.72,-7.36%,6213.40万,-9.76%,5.89,7.24亿,3.97亿,3.51%,11.81亿,2.08亿
2021,30.661,2.004,15.3,1.6028,19.13,28.30%,6885.05万,-2.55%,5.58,6.25亿,3.53亿,3.60%,11.19亿,2.47亿
2020,27.856,2.004,13.9,1.8683,14.91,24.85%,7065.22万,-1.67%,5.31,5.62亿,2.98亿,4.74%,10.64亿,2.25亿
2019,31.563,2.004,15.75,2.6435,11.94,23.50%,7185.21万,11.40%,5.01,5.39亿,2.36亿,6.02%,10.05亿,1.63亿
2018,11.329,1.336,8.48,1.1716,9.67,4.10%,6449.66万,14.78%,7.15,1.79亿,1.91亿,6.67%,9.55亿,3591.44万
2017,,,20.74,,9.29,57.19%,5618.94万,26.44%,6.80,1.78亿,1.52亿,6.05%,9.09亿,3602.55万
2016,,,20.4,,5.91,46.21%,4443.88万,82.97%,6.57,3.23亿,1.21亿,7.52%,8.78亿,2542.37万
2015,,,26.94,,4.04,91.52%,2428.72万,21.02%,6.32,5.18亿,9266.27万,6.01%,8.44亿,2148.91万
2014,,,8.93,,2.11,-8.79%,2006.85万,238.46%,6.23,5.03亿,8298.71万,9.51%,8.32亿,3521.68万
2013,,,7.69,,2.31,12.90%,592.93万,-62.49%,6.08,3.56亿,6354.51万,2.56%,8.12亿,2271.29万
2012,,,5.24,,2.05,-12.27%,1580.64万,-3.09%,6.13,4.05亿,7194.25万,7.71%,8.19亿,3343.95万
2011,,,6.31,,2.34,4.52%,1631.04万,12.48%,12.13,5.24亿,6362.44万,6.98%,8.10亿,3140.26万
2010,,,9.46,,2.23,-18.07%,1450.11万,-63.46%,12.07,5.97亿,5723.14万,6.49%,8.01亿,3144.61万
