报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,52.196,2.602,20.06,5.4,59.63%,4552.23万,223.03%,8.12,9.6659,167.1667,2.4704,PS；PE,7.08亿,4.70亿,8.06%,23.90亿,4.62亿,0.1,,WINWIN OVERSEAS GROUP LIMITED
2026-03-31,52.196,2.602,20.06,5.4,59.63%,4552.23万,223.03%,8.12,2.4165,167.1667,2.4704,PS；PE,7.08亿,4.70亿,8.06%,23.90亿,4.62亿,0.1,,WINWIN OVERSEAS GROUP LIMITED
2025,41.848,2.4316,17.21,19.72,53.46%,5521.17万,1.26%,7.08,2.1221,78.2273,2.4308,PS；PE,4.85亿,4.25亿,2.52%,19.21亿,4.79亿,0.1,,WINWIN OVERSEAS GROUP LIMITED
2024,18.315,1.7426,10.51,12.85,29.60%,5452.60万,-38.38%,6.19,1.4253,40.4231,1.6979,PS；PE,4.85亿,4.10亿,3.75%,16.09亿,4.10亿,0.3,,WINWIN OVERSEAS GROUP LIMITED
2023,15.879,1.7335,9.16,9.92,6.99%,8849.30万,-45.36%,8.63,1.6007,17.9608,1.0614,PS；PE,9.42亿,4.18亿,9.31%,16.18亿,2.52亿,0.3,,WINWIN OVERSEAS GROUP LIMITED
2022,16.278,1.7335,9.39,9.27,27.58%,1.62亿,32.59%,8.48,1.756,9.9894,1.1073,PS；PE,2.45亿,3.88亿,17.92%,14.71亿,2.26亿,0.3,,WINWIN OVERSEAS GROUP LIMITED
2021,27.493,1.7335,15.86,7.26,40.53%,1.22亿,9.48%,8.01,3.7869,22.6571,1.98,PS；PE,4.74亿,2.91亿,17.23%,14.01亿,1.95亿,0.3,,WINWIN OVERSEAS GROUP LIMITED
2020,18.011,1.7335,10.39,5.17,16.63%,1.12亿,3.91%,7.59,3.4838,12.0814,1.3689,PS；PE,7.04亿,2.32亿,21.83%,13.28亿,1.18亿,,,WINWIN OVERSEAS GROUP LIMITED
2019,,,,4.43,52.19%,1.07亿,117.87%,4.08,,,,PS；PE,1.01亿,1.70亿,24.35%,5.41亿,8219.92万,,,WINWIN OVERSEAS GROUP LIMITED
2018,,,,2.91,7.79%,4927.63万,3.19%,2.77,,,,PS；PE,4052.95万,8568.50万,17.24%,3.40亿,6437.13万,,,WINWIN OVERSEAS GROUP LIMITED
2017,,,,2.7,35.95%,4775.26万,285.68%,2.46,,,,PS；PE,1.15亿,5304.53万,17.67%,2.93亿,4362.60万,,,WINWIN OVERSEAS GROUP LIMITED
2016,,,,1.99,22.23%,1238.13万,95.10%,1.29,,,,PS；PE,3165.65万,1107.09万,6.92%,1.16亿,3548.06万,,,WINWIN OVERSEAS GROUP LIMITED
2015,,,,1.62,22.20%,634.60万,172.32%,1.13,,,,PS；PE,1295.11万,1224.06万,3.92%,1.06亿,2279.76万,,,WINWIN OVERSEAS GROUP LIMITED
2014,,,,1.33,False,233.03万,False,1.07,,,,PS；PE,129.28万,652.92万,1.76%,9932.98万,1620.55万,,,WINWIN OVERSEAS GROUP LIMITED
