报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,97.15,10.0051,9.71,7.62,35.84%,4826.88万,134.07%,2.39,12.7493,207.4786,4.0628,PS；PE,4.53亿,8.72亿,6.34%,25.04亿,5.44亿,0.11000000000000001,,福建省南平铝业股份有限公司
2026-03-31,97.15,10.0051,9.71,7.62,35.84%,4826.88万,134.07%,2.39,3.1873,207.4786,4.0628,PS；PE,4.53亿,8.72亿,6.34%,25.04亿,5.44亿,0.11000000000000001,,福建省南平铝业股份有限公司
2025,82.492,7.6808,10.74,26.52,10.71%,1.18亿,-25.88%,2.06,3.1106,90.4802,5.2136,PS；PE,4.23亿,8.24亿,4.46%,20.93亿,4.79亿,0.25,,福建省南平铝业股份有限公司
2024,61.331,6.7769,9.05,23.96,25.51%,1.60亿,-42.65%,2.74,2.5597,55.3517,3.3029,PS；PE,5.35亿,9.12亿,6.66%,21.39亿,3.47亿,0.3,,福建省南平铝业股份有限公司
2023,46.031,5.213,8.83,19.09,-15.44%,2.78亿,-28.83%,2.87,2.4113,23.6349,3.0767,PS；PE,6.51亿,9.71亿,14.61%,19.94亿,3.94亿,0.4,,福建省南平铝业股份有限公司
2022,32.0,4.01,7.98,22.54,16.74%,3.91亿,33.43%,3.59,1.4197,13.823,2.2228,PS；PE,4.66亿,9.27亿,17.36%,18.73亿,2.52亿,0.42000000000000004,,福建省南平铝业股份有限公司
2021,26.266,4.01,6.55,19.31,16.71%,2.93亿,-7.70%,4.11,1.3602,11.6444,1.5937,PS；PE,2.27亿,7.39亿,15.19%,16.47亿,3.21亿,0.36,,福建省南平铝业股份有限公司
2020,28.431,4.01,7.09,16.54,27.30%,3.18亿,20.77%,3.73,1.7189,8.9498,1.9008,PS；PE,2.81亿,6.19亿,19.20%,14.94亿,2.46亿,0.25,,福建省南平铝业股份有限公司
2019,42.185,4.01,10.52,12.99,32.03%,2.63亿,65.11%,3.17,3.2475,15.1869,3.3186,PS；PE,3.55亿,4.33亿,20.24%,12.72亿,1.79亿,,,福建省南平铝业股份有限公司
2018,,,,9.84,-7.64%,1.59亿,17.26%,1.95,,,,PS；PE,1.03亿,2.56亿,16.19%,6.84亿,1.43亿,,,福建省南平铝业股份有限公司
2017,,,,10.66,36.38%,1.36亿,193.83%,1.57,,,,PS；PE,1.48亿,1.42亿,12.75%,5.50亿,1.53亿,,,福建省南平铝业股份有限公司
2016,,,,7.81,23.94%,4623.61万,60.48%,1.19,,,,PS；PE,8550.30万,2696.91万,5.92%,4.17亿,1.78亿,,,福建省南平铝业股份有限公司
2015,,,,6.3,11.73%,2881.15万,388.70%,1.19,,,,PS；PE,1.80亿,283.28万,4.57%,3.68亿,1.31亿,,,福建省南平铝业股份有限公司
2014,,,,5.64,False,589.55万,False,0.9,,,,PS；PE,4344.46万,-2309.76万,1.04%,1.80亿,1.06亿,,,福建省南平铝业股份有限公司
