报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,45.295,0.9374,48.32,3.82,8.92%,2420.75万,3.05%,10.58,11.8573,185.8462,4.5671,PE；PB,3.57亿,4.65亿,5.78%,10.49亿,3.71亿,,,浙江信凯森源投资有限公司
2026-03-31,45.295,0.9374,48.32,3.82,8.92%,2420.75万,3.05%,10.58,2.9643,185.8462,4.5671,PE；PB,3.57亿,4.65亿,5.78%,10.49亿,3.71亿,,,浙江信凯森源投资有限公司
2025,46.233,0.9374,49.32,13.13,-7.33%,7782.10万,-29.87%,10.37,3.5212,54.1978,4.756,PE；PB,3.89亿,4.41亿,5.21%,10.31亿,3.80亿,0.15,,浙江信凯森源投资有限公司
2024,,,,14.17,32.55%,1.11亿,26.01%,9.46,,,,PE；PB,3.72亿,3.87亿,7.40%,7.34亿,3.39亿,,,浙江信凯森源投资有限公司
2023,,,,10.69,-10.37%,8806.18万,0.47%,7.82,,,,PE；PB,2.61亿,2.84亿,7.91%,6.18亿,2.18亿,,,浙江信凯森源投资有限公司
2022,,,,11.92,-1.10%,8764.98万,-1.54%,6.46,,,,PE；PB,2.23亿,2.02亿,7.15%,5.10亿,2.10亿,,,浙江信凯森源投资有限公司
2021,,,,12.06,20.73%,8902.27万,45.48%,5.01,,,,PE；PB,2.53亿,1.21亿,7.39%,3.77亿,2.24亿,,,浙江信凯森源投资有限公司
2020,,,,9.99,-3.67%,6119.12万,22.97%,4.41,,,,PE；PB,2.63亿,1.55亿,6.17%,2.39亿,1.90亿,,,浙江信凯森源投资有限公司
2019,,,,10.37,False,4976.17万,False,3.3,,,,PE；PB,2.07亿,9782.18万,4.88%,1.66亿,1.55亿,,,浙江信凯森源投资有限公司
