报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,145.681,16.2772,8.95,0.3768,96.65,8.90%,2.12亿,-12.63%,9.83,215.63亿,81.90亿,3.77%,230.89亿,32.88亿
2025,146.982,16.2771,9.03,0.3727,394.4,1.24%,12.94亿,17.02%,9.73,230.69亿,79.78亿,5.61%,227.30亿,38.66亿
2024,112.469,16.2763,6.91,0.2887,389.56,4.76%,11.06亿,-31.06%,9.38,231.98亿,74.58亿,4.81%,220.31亿,38.44亿
2023,113.77,16.2761,6.99,0.3059,371.86,-13.18%,16.04亿,-6.95%,9.11,239.54亿,70.49亿,7.11%,212.37亿,33.51亿
2022,119.629,16.276,7.35,0.2793,428.32,8.70%,17.24亿,39.44%,8.39,211.83亿,59.27亿,6.18%,194.58亿,38.82亿
2021,181.214,15.6354,11.59,0.46,393.93,30.71%,12.36亿,26.44%,6.41,154.57亿,46.08亿,4.58%,133.39亿,38.95亿
2020,92.093,15.6354,5.89,0.3056,301.38,-23.36%,9.78亿,3.45%,5.91,133.26亿,38.47亿,4.93%,122.53亿,15.55亿
2019,84.588,15.6354,5.41,0.2151,393.26,6.69%,9.45亿,-6.96%,5.41,103.41亿,32.13亿,3.68%,111.97亿,36.61亿
2018,67.072,15.7077,4.27,0.182,368.6,6.69%,10.16亿,31.18%,4.96,45.18亿,26.05亿,4.53%,101.44亿,25.69亿
2017,,,6.62,,345.49,16.18%,7.74亿,43.19%,4.51,50.97亿,19.35亿,3.31%,90.37亿,16.34亿
2016,,,7.41,,297.38,7.17%,5.41亿,28.01%,3.76,39.62亿,14.31亿,3.53%,51.62亿,15.87亿
2015,,,9.65,,277.5,20.32%,4.22亿,106.64%,4.82,29.44亿,12.73亿,3.47%,43.53亿,13.32亿
2014,,,5.22,,60.61,8.09%,2.04亿,20.83%,4.24,5.79亿,9.78亿,3.62%,16.55亿,4.09亿
2013,,,4.15,,56.08,16.12%,1.69亿,-11.60%,3.77,5.64亿,8.32亿,3.40%,14.63亿,2.04亿
2012,,,2.99,,48.29,7.06%,1.91亿,-2.62%,3.38,5.62亿,7.17亿,4.30%,13.17亿,2.03亿
2011,,,4.43,,45.11,13.88%,1.97亿,10.85%,3.00,4.24亿,5.95亿,4.67%,11.68亿,1.84亿
2010,,,7.87,,39.61,49.61%,1.77亿,20.17%,3.07,2.89亿,4.79亿,4.86%,9.90亿,1.43亿
