报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,44.834,2.0105,22.3,2.5359,4.42,11.96%,6973.88万,58.72%,14.25,12.14亿,13.75亿,15.65%,28.95亿,2.19亿
2025,48.42,2.0336,23.81,3.0782,15.73,-1.50%,1.51亿,-21.49%,13.70,8.14亿,13.06亿,9.54%,27.88亿,1.54亿
2024,25.33,1.7738,14.28,1.5861,15.97,-13.92%,1.92亿,-5.31%,11.11,10.69亿,11.79亿,12.01%,20.16亿,1.52亿
2023,20.72,1.3897,14.91,1.117,18.55,-7.47%,2.03亿,23.43%,13.86,13.99亿,11.71亿,10.96%,19.73亿,1.45亿
2022,19.554,1.3997,13.97,0.9753,20.05,-23.26%,1.64亿,-30.51%,13.03,13.83亿,10.34亿,8.22%,18.70亿,2.05亿
2021,31.724,1.4,22.66,1.2141,26.13,29.30%,2.36亿,22.45%,12.38,13.24亿,9.65亿,8.73%,17.80亿,2.80亿
2020,28.35,1.4,20.25,1.4028,20.21,-12.68%,1.93亿,-34.71%,11.55,9.93亿,7.97亿,8.96%,16.50亿,2.48亿
2019,27.762,1.4,19.83,1.1997,23.14,0.80%,2.96亿,18.61%,11.64,10.20亿,8.08亿,12.45%,16.31亿,2.39亿
2018,25.046,1.4,17.89,1.0909,22.96,19.70%,2.49亿,15.28%,10.64,10.86亿,5.55亿,10.89%,14.98亿,1.52亿
2017,,,39.17,,19.18,49.26%,2.16亿,4.61%,9.76,9.96亿,4.39亿,11.81%,13.83亿,1.91亿
2016,,,,,12.85,25.50%,2.07亿,44.81%,8.59,5.52亿,2.87亿,16.26%,4.57亿,9981.89万
2015,,,,,10.24,41.60%,1.43亿,131.74%,5.90,2.87亿,1.51亿,14.04%,3.13亿,1.07亿
2014,,,,,7.23,75.78%,6157.92万,138.45%,3.68,1.27亿,4818.67万,8.58%,1.95亿,7244.29万
2013,,,,,4.11,25.99%,2582.50万,281.83%,2.61,7170.67万,524.14万,6.34%,1.31亿,6811.75万
2012,,,,,3.27,-1.36%,676.35万,-63.56%,5.68,4128.60万,5116.18万,2.16%,1.42亿,6599.08万
2011,,,,,3.31,False,1856.14万,False,5.33,6272.25万,4532.89万,5.66%,1.33亿,4438.34万
