报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,83.017,7.6302,10.88,1.1454,18.12,-9.41%,8284.82万,-18.37%,4.57,36.74亿,17.78亿,4.65%,36.56亿,5.46亿
2025,79.659,7.6302,10.44,0.9703,82.1,-7.23%,1.18亿,-3.85%,4.50,38.02亿,16.95亿,1.43%,36.04亿,5.37亿
2024,78.236,7.6702,10.2,0.8841,88.49,-7.94%,1.22亿,-68.55%,4.54,28.24亿,16.92亿,1.20%,34.94亿,6.35亿
2023,94.804,7.6702,12.36,0.9862,96.13,-5.54%,3.89亿,-26.58%,4.53,24.36亿,16.84亿,4.06%,34.86亿,5.58亿
2022,120.576,7.6702,15.72,1.1848,101.77,-3.45%,5.30亿,-28.93%,4.32,15.70亿,15.24亿,5.13%,33.27亿,6.80亿
2021,154.478,7.6702,20.14,1.4656,105.4,-6.09%,7.46亿,-20.69%,5.56,24.80亿,21.39亿,6.65%,42.42亿,10.48亿
2020,206.445,7.6717,26.91,1.8393,112.24,20.02%,9.40亿,14.07%,5.58,32.08亿,21.63亿,8.16%,42.82亿,9.45亿
2019,159.217,7.6731,20.75,1.7027,93.51,14.48%,8.24亿,9.26%,4.89,17.82亿,16.68亿,8.62%,37.51亿,10.86亿
2018,95.248,7.6751,12.41,1.166,81.69,12.71%,7.54亿,9.48%,4.96,10.91亿,18.08亿,9.08%,38.30亿,7.47亿
2017,,,12.61,,72.48,-0.92%,6.89亿,-1.26%,4.66,6.73亿,15.81亿,9.80%,35.82亿,5.16亿
2016,,,12.95,,73.15,3.61%,6.98亿,12.53%,4.49,7.54亿,13.52亿,10.03%,35.14亿,4.08亿
2015,,,15.72,,70.6,18.79%,6.20亿,16.62%,4.27,11.48亿,11.92亿,9.50%,33.59亿,5.38亿
2014,,,7.44,,59.44,11.55%,5.32亿,13.19%,4.03,12.34亿,10.33亿,10.35%,32.17亿,4.81亿
2013,,,6.31,,53.28,7.82%,4.70亿,3.18%,3.87,10.62亿,8.81亿,10.70%,30.87亿,3.94亿
2012,,,4.16,,49.42,-4.95%,4.55亿,-9.19%,3.75,14.89亿,7.92亿,10.41%,29.55亿,6.52亿
2011,,,4.57,,51.99,-2.75%,5.01亿,-15.16%,3.28,15.29亿,5.04亿,10.66%,25.90亿,6.41亿
2010,,,8.01,,53.47,15.32%,5.91亿,-3.09%,3.82,22.87亿,9.96亿,12.64%,30.29亿,3.66亿
