报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,45.799,6.1147,7.49,2.7392,4.18,1.18%,534.34万,-74.35%,2.07,10.01亿,3.31亿,3.07%,13.74亿,2.86亿
2025,45.738,6.1147,7.48,2.4844,18.41,6.77%,5600.89万,-20.43%,2.06,11.13亿,3.26亿,4.35%,13.63亿,3.00亿
2024,34.633,5.7722,6.0,2.0089,17.24,1.01%,7038.68万,-46.86%,1.98,7.98亿,3.79亿,6.72%,13.26亿,2.56亿
2023,33.303,5.7717,5.77,1.9918,16.72,0.67%,1.32亿,43.09%,2.11,8.95亿,4.72亿,9.18%,13.71亿,2.49亿
2022,27.473,5.7717,4.76,1.654,16.61,9.87%,9256.19万,-11.73%,1.89,4.13亿,4.05亿,5.99%,11.18亿,3.22亿
2021,37.227,5.7717,6.45,2.4637,15.11,27.97%,1.05亿,296.93%,2.08,2.82亿,3.74亿,7.75%,12.52亿,2.93亿
2020,26.248,5.7687,4.55,2.2225,11.81,12.22%,2641.76万,-73.72%,2.03,1.78亿,3.06亿,4.28%,12.17亿,2.03亿
2019,25.07,5.8302,4.3,2.3808,10.53,16.81%,1.01亿,-71.12%,2.05,2.46亿,3.09亿,11.44%,12.29亿,1.90亿
2018,22.862,4.8436,4.72,2.5374,9.01,27.35%,3.48亿,499.91%,2.39,1.53亿,4.08亿,38.77%,11.78亿,1.37亿
2017,,,5.41,,7.08,10.03%,5801.01万,-35.72%,2.04,9892.35万,1.08亿,1.53%,17.28亿,1.07亿
2016,,,7.16,,6.43,40.75%,9024.96万,18.73%,2.05,2.01亿,1.62亿,13.87%,11.77亿,8565.54万
2015,,,13.28,,4.57,21.91%,7601.26万,18.33%,1.83,7716.84万,1.06亿,16.64%,8.94亿,6953.86万
2014,,,6.25,,3.75,20.41%,6423.66万,12.75%,2.09,4523.82万,1.07亿,18.22%,7.71亿,5411.20万
2013,,,3.4,,3.11,29.28%,5697.41万,14.40%,2.66,1.37亿,7805.33万,18.73%,4.98亿,5448.58万
2012,,,2.67,,2.41,16.25%,4980.18万,25.34%,3.30,2.59亿,7035.30万,20.96%,4.82亿,4300.71万
2011,,,2.38,,2.07,25.47%,3973.47万,8.92%,4.14,3.19亿,5945.83万,19.34%,4.59亿,3017.78万
2010,,,,,1.65,32.09%,3648.15万,38.88%,1.67,4004.01万,2382.99万,22.25%,1.41亿,2920.26万
