报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,61.347,7.436,8.25,0.7064,21.71,-5.40%,7961.46万,-55.60%,6.50,16.95亿,30.10亿,3.67%,48.31亿,8.87亿
2025,75.922,7.436,10.21,1.0502,72.29,-1.54%,2.16亿,-67.21%,6.46,16.83亿,29.31亿,2.98%,48.05亿,10.45亿
2024,74.509,7.436,10.02,1.0148,73.42,20.29%,6.58亿,15.73%,6.39,23.86亿,29.08亿,8.96%,47.54亿,10.55亿
2023,61.347,7.436,8.25,1.005,61.04,-7.91%,5.68亿,3.31%,6.10,31.88亿,27.15亿,9.31%,45.39亿,8.21亿
2022,55.919,7.436,7.52,0.8437,66.28,-11.95%,5.50亿,53.53%,5.81,16.24亿,24.64亿,8.29%,43.18亿,9.20亿
2021,47.367,7.436,6.37,0.6293,75.27,20.06%,3.58亿,-41.40%,5.39,18.28亿,21.96亿,4.74%,40.11亿,15.16亿
2020,50.044,7.436,6.73,0.7981,62.7,0.80%,6.11亿,2.22%,5.47,11.60亿,21.07亿,9.76%,40.70亿,12.98亿
2019,55.101,7.436,7.41,0.8859,62.2,-10.04%,5.98亿,22.33%,5.02,8.87亿,17.93亿,9.79%,39.10亿,12.90亿
2018,42.442,5.72,7.42,0.6139,69.14,5.85%,4.89亿,18.27%,5.74,9.44亿,13.97亿,7.16%,34.47亿,13.87亿
2017,,,9.9,,65.32,31.71%,4.13亿,-4.12%,6.85,5.86亿,11.82亿,6.43%,31.76亿,14.58亿
2016,,,7.3,,49.6,18.30%,4.31亿,35.12%,6.64,12.08亿,11.14亿,8.68%,29.23亿,8.75亿
2015,,,7.33,,41.92,5.39%,3.19亿,19.56%,6.41,7.22亿,10.36亿,7.61%,28.21亿,7.94亿
2014,,,4.44,,39.78,7.72%,2.67亿,7.74%,5.86,5.38亿,8.12亿,6.71%,25.80亿,7.99亿
2013,,,4.46,,36.92,21.27%,2.48亿,14.29%,6.24,7.59亿,7.40亿,6.72%,25.35亿,6.96亿
2012,,,3.12,,30.45,15.79%,2.17亿,6.10%,11.55,8.18亿,5.67亿,7.25%,23.47亿,5.24亿
2011,,,3.09,,26.3,14.68%,2.04亿,9.91%,10.77,9.79亿,4.23亿,8.08%,21.87亿,4.75亿
2010,,,,,22.93,32.27%,1.86亿,47.76%,3.86,4131.86万,2.81亿,8.64%,6.04亿,4.10亿
