报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,52.392,4.2769,12.25,3.1561,12.45,40.39%,1.74亿,43.34%,4.12,11.93亿,7.90亿,13.96%,17.60亿,3.68亿
2024,41.999,4.2769,9.82,3.5532,11.82,22.37%,1.57亿,35.44%,4.15,10.68亿,8.05亿,13.31%,17.74亿,3.37亿
2023,35.498,4.2769,8.3,3.6747,9.66,-5.68%,1.16亿,-24.38%,4.29,8.18亿,9.01亿,12.02%,18.35亿,3.41亿
2022,23.603,3.0853,7.65,2.305,10.24,-16.01%,1.54亿,-30.13%,6.03,12.05亿,9.44亿,14.99%,18.60亿,2.49亿
2021,31.739,3.0905,10.27,2.6016,12.2,11.62%,2.20亿,-2.65%,6.15,12.65亿,10.18亿,18.02%,19.01亿,2.76亿
2020,34.414,3.0455,11.3,3.1486,10.93,8.40%,2.26亿,26.12%,5.80,11.38亿,9.02亿,20.67%,17.67亿,3.15亿
2019,23.694,3.0455,7.78,2.3506,10.08,-8.44%,1.79亿,0.48%,5.14,10.87亿,7.05亿,17.76%,15.66亿,2.29亿
2018,,,,,11.01,11.24%,1.78亿,-6.38%,3.91,3.70亿,5.85亿,16.19%,8.80亿,1.68亿
2017,,,,,9.9,19.65%,1.90亿,55.39%,3.12,3.39亿,4.13亿,19.23%,7.02亿,7857.49万
2016,,,,,8.27,10.04%,1.22亿,13.56%,2.45,2.01亿,2.80亿,14.81%,5.52亿,6084.19万
2015,,,,,7.52,-14.55%,1.08亿,-9.01%,2.06,1.52亿,2.02亿,14.35%,4.64亿,8205.75万
2014,,,,,8.8,-10.09%,1.19亿,2.58%,False,1.45亿,1.50亿,13.48%,3.71亿,9319.99万
2013,,,,,9.78,5.64%,1.16亿,-15.51%,1.68,1.23亿,4305.09万,11.81%,2.52亿,7713.81万
2012,,,,,9.26,False,1.37亿,False,4.03,8345.10万,1.31亿,14.77%,2.02亿,3252.23万
