报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,379.654,8.6798,43.74,2.4159,117.86,8.01%,11.16亿,17.13%,13.34,29.74亿,85.29亿,9.77%,124.40亿,46.51亿
2024,308.454,8.6864,35.51,2.0297,151.97,11.86%,13.25亿,4.07%,12.47,13.78亿,78.99亿,8.90%,113.39亿,42.82亿
2023,296.244,8.6875,34.1,2.1807,135.85,5.74%,12.73亿,-3.67%,11.72,11.94亿,70.10亿,9.66%,106.16亿,38.18亿
2022,375.916,8.6897,43.26,2.927,128.43,20.31%,13.21亿,0.97%,10.65,12.91亿,61.75亿,10.50%,96.09亿,30.07亿
2021,475.313,8.3286,57.07,4.4526,106.75,19.50%,13.09亿,-4.59%,8.23,12.96亿,52.70亿,12.38%,72.01亿,22.51亿
2020,394.24,8.2408,47.84,4.4133,89.33,16.73%,13.72亿,52.14%,7.51,11.07亿,43.80亿,15.92%,61.88亿,19.93亿
2019,234.451,8.2408,28.45,3.0635,76.53,14.47%,9.02亿,5.23%,6.10,6.64亿,34.33亿,12.28%,52.97亿,19.92亿
2018,190.527,8.2408,23.12,2.8496,66.86,15.75%,8.57亿,1.12%,5.21,3.74亿,28.96亿,13.46%,45.53亿,18.70亿
2017,,,29.71,,57.76,18.83%,8.47亿,58.33%,4.66,4.17亿,23.83亿,15.46%,40.94亿,15.37亿
2016,,,15.98,,48.61,15.36%,5.35亿,91.04%,3.95,3.33亿,18.56亿,11.88%,34.98亿,12.14亿
2015,,,10.83,,42.13,15.30%,2.80亿,90.29%,9.22,3.01亿,14.73亿,7.56%,32.67亿,9.85亿
2014,,,6.55,,36.54,17.14%,1.47亿,0.51%,8.56,5.99亿,12.83亿,4.84%,30.31亿,9.32亿
2013,,,6.06,,31.19,14.95%,1.46亿,-39.78%,8.30,6.28亿,11.93亿,5.84%,29.31亿,9.23亿
2012,,,5.68,,27.14,8.30%,2.43亿,-18.51%,8.12,4.15亿,11.24亿,10.33%,28.49亿,7.55亿
2011,,,10.17,,25.06,19.27%,2.98亿,4.71%,7.54,4.92亿,9.31亿,13.14%,26.18亿,6.23亿
2010,,,15.25,,21.01,24.59%,2.85亿,35.59%,4.73,1.67亿,6.82亿,15.98%,15.47亿,4.77亿
