报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,120.217,6.0993,19.71,3.4625,26.04,11.16%,3.61亿,63.47%,7.26,31.42亿,24.76亿,13.58%,45.85亿,9.08亿
2024,90.026,6.0993,14.76,2.7786,32.4,4.43%,3.42亿,23.59%,7.02,13.43亿,23.56亿,11.33%,43.18亿,8.14亿
2023,96.003,6.0993,15.74,3.0939,31.03,3.10%,2.77亿,7.50%,6.44,9.11亿,21.36亿,8.90%,39.36亿,7.16亿
2022,120.583,6.0993,19.77,4.0074,30.09,-16.78%,2.57亿,-67.37%,5.98,7.87亿,19.82亿,8.13%,36.65亿,8.40亿
2021,179.704,6.1648,29.15,4.9697,36.16,3.19%,7.89亿,-17.76%,6.44,7.70亿,20.86亿,21.62%,40.27亿,8.34亿
2020,196.287,6.1648,31.84,5.6018,35.04,9.79%,9.59亿,112.82%,5.56,8.56亿,16.63亿,27.21%,34.92亿,6.90亿
2019,107.514,6.1648,17.44,3.3682,31.92,11.11%,4.51亿,-34.42%,4.72,7.18亿,11.19亿,14.22%,29.55亿,4.74亿
2018,62.449,6.1648,10.13,2.1737,28.73,37.80%,6.87亿,44.97%,4.90,4.88亿,12.62亿,23.89%,30.21亿,4.56亿
2017,,,15.45,,20.85,25.37%,4.74亿,58.14%,4.03,4.37亿,8.74亿,22.31%,24.91亿,3.42亿
2016,,,11.29,,16.63,38.12%,3.00亿,166.29%,3.51,8.41亿,5.61亿,18.05%,21.80亿,2.88亿
2015,,,15.72,,12.04,43.61%,1.13亿,-42.13%,2.53,6.39亿,5.37亿,9.14%,15.41亿,2.90亿
2014,,,9.68,,8.38,25.08%,1.95亿,90.48%,4.94,6.26亿,5.17亿,23.17%,14.21亿,1.39亿
2013,,,3.86,,6.7,-0.86%,1.02亿,0.43%,7.32,3.53亿,4.20亿,15.21%,13.17亿,9807.99万
2012,,,3.08,,6.76,16.96%,1.02亿,-23.03%,7.05,6.43亿,3.76亿,15.04%,12.69亿,1.32亿
2011,,,4.14,,5.78,7.77%,1.32亿,-6.64%,13.57,8.11亿,3.36亿,22.86%,12.21亿,1.42亿
2010,,,,,5.36,45.74%,1.42亿,169.76%,5.50,7230.13万,2.47亿,26.13%,3.69亿,6968.06万
