报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,49.927,1.478,33.78,4.2168,2.96,1.75%,1500.41万,5.74%,11.97,6.68亿,5.87亿,5.07%,17.69亿,2.23亿
2025,40.453,1.478,27.37,3.4399,11.76,-3.13%,6298.86万,-42.28%,11.87,6.90亿,5.72亿,5.36%,17.54亿,2.22亿
2024,33.019,1.478,22.34,2.7199,12.14,35.58%,1.09亿,23.77%,11.51,8.03亿,5.22亿,8.99%,17.02亿,2.38亿
2023,19.692,1.2,16.41,2.2002,8.95,8.56%,8816.41万,34.26%,10.34,4.98亿,4.36亿,9.85%,12.41亿,1.94亿
2022,14.832,1.2,12.36,1.7978,8.25,-4.59%,6566.46万,276.69%,9.67,4.73亿,3.61亿,7.96%,11.60亿,1.61亿
2021,18.204,1.2,15.17,2.1069,8.64,-0.41%,1743.19万,-55.94%,9.14,6.48亿,3.05亿,2.02%,10.97亿,1.93亿
2020,15.36,1.2,12.8,1.7696,8.68,-7.43%,3956.19万,-21.75%,9.04,6.27亿,2.95亿,4.56%,10.84亿,1.73亿
2019,16.488,1.2,13.74,1.7578,9.38,3.30%,5055.77万,-19.35%,8.71,5.57亿,2.60亿,5.39%,10.45亿,1.48亿
2018,16.92,1.2,14.1,1.8634,9.08,5.88%,6268.66万,-24.63%,8.38,1.98亿,2.28亿,6.91%,10.06亿,1.68亿
2017,,,27.61,,8.57,10.09%,8317.00万,-2.37%,7.93,3.31亿,1.81亿,9.70%,9.51亿,1.41亿
2016,,,,,7.79,6.53%,8518.96万,11.83%,4.82,1.71亿,1.14亿,10.94%,4.34亿,1.09亿
2015,,,,,7.31,5.86%,7617.74万,2.50%,4.02,1.38亿,4939.72万,10.42%,3.61亿,9707.53万
2014,,,,,6.9,15.62%,7431.99万,22.08%,3.02,1.10亿,1.08亿,10.76%,2.50亿,1.16亿
2013,,,,,5.97,False,6087.60万,False,2.30,9577.82万,9183.45万,10.19%,1.81亿,8502.62万
