报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,28.03,1.6392,17.1,6.6738,1.05,-3.21%,603.21万,-6.36%,3.18,2.88亿,-1.66亿,18.63%,7.42亿,3049.20万
2025,24.588,1.6392,15.0,4.9473,4.97,12.82%,-664.85万,82.89%,3.16,2.60亿,-1.72亿,3.82%,7.04亿,3701.06万
2024,18.752,1.6392,11.44,4.2522,4.41,8.77%,-3886.14万,79.86%,3.20,2.78亿,-1.65亿,-3.76%,6.75亿,3885.60万
2023,31.145,1.6392,19.0,7.6901,4.05,56.86%,-1.93亿,-149.07%,3.58,2.59亿,-1.26亿,-41.50%,6.92亿,4948.10万
2022,22.086,1.5993,13.81,8.5605,2.58,-8.04%,-7745.57万,-2533.21%,4.21,2.81亿,6668.81万,-24.81%,7.67亿,6187.10万
2021,24.437,1.5993,15.28,8.6964,2.81,40.37%,318.33万,106.24%,4.57,4.46亿,1.43亿,5.92%,8.16亿,5117.32万
2020,13.491,1.2632,10.68,6.7455,2.0,-54.54%,-5098.20万,-307.87%,2.81,1.13亿,1.40亿,-19.45%,4.31亿,4706.37万
2019,19.011,1.2632,15.05,4.3207,4.4,17.34%,2452.58万,-36.00%,3.48,1.45亿,1.91亿,8.55%,5.16亿,3896.22万
2018,17.344,1.2632,13.73,4.6251,3.75,32.87%,3832.24万,-5.93%,3.39,1.73亿,1.72亿,11.23%,4.55亿,3637.31万
2017,,,19.32,,2.82,17.15%,4073.66万,24.68%,6.37,7731.99万,1.49亿,15.52%,4.19亿,2075.54万
2016,,,,,2.41,9.67%,3267.39万,32.23%,4.70,6364.45万,1.11亿,14.13%,2.31亿,1632.79万
2015,,,,,2.2,5.18%,2470.95万,-12.58%,4.11,2947.11万,8601.77万,11.54%,2.02亿,1328.85万
2014,,,,,2.09,35.04%,2826.40万,12.76%,3.69,5355.65万,6740.61万,14.17%,1.80亿,714.36万
2013,,,,,1.55,16.39%,2506.51万,7.78%,3.19,3708.49万,4609.40万,17.52%,1.55亿,433.82万
2012,,,,,1.33,7.37%,2325.62万,345.80%,2.09,2261.42万,3135.93万,18.99%,9154.09万,315.52万
2011,,,,,1.24,False,521.67万,False,1.54,408.25万,1086.00万,4.41%,6629.97万,73.57万
