报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,41.395,7.4991,5.52,0.622065,-14.88%,-2347.37万,-44.67%,2.74,66.5445,,2.0146,PB；PE,2900.99万,5.15亿,-32.11%,25.38亿,False,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,刘丹
2026-03-31,41.395,7.4991,5.52,0.622065,-14.88%,-2347.37万,-44.67%,2.74,16.6361,,2.0146,PB；PE,2900.99万,5.15亿,-32.11%,25.38亿,False,,,刘丹
2025,19.723,7.4991,2.63,3.42,-7.11%,-2.18亿,-69.01%,2.77,5.767,,0.9495,PB；PE,5812.54万,5.39亿,-63.24%,25.59亿,False,,,刘丹
2024,16.873,7.4991,2.25,3.68,-17.21%,-1.29亿,43.19%,3.08,4.5851,,0.7305,PB；PE,7901.65万,7.57亿,-36.32%,27.93亿,False,,,刘丹
2023,21.597,7.4991,2.88,4.44,-17.44%,-2.27亿,40.79%,3.24,4.8642,,0.8889,PB；PE,1.20亿,8.80亿,-75.82%,29.57亿,559.08万,,,刘丹
2022,25.272,7.4991,3.37,3.7,-33.66%,-3.84亿,-697.29%,3.59,6.8303,,0.9387,PB；PE,5319.36万,11.14亿,-103.34%,31.86亿,568.68万,,,刘丹
2021,22.872,7.4991,3.05,5.58,-2.16%,6426.91万,-40.12%,4.21,4.0989,35.5893,0.7245,PB；PE,1.19亿,14.98亿,14.85%,36.63亿,568.68万,,,刘丹
2020,23.472,7.4991,3.13,5.7,134.85%,1.07亿,231.28%,4.19,4.1179,22.3571,0.747,PB；PE,2.30亿,14.35亿,20.24%,36.24亿,7342.54万,,,刘丹
2019,36.971,7.4991,4.93,2.43,-15.95%,-8176.13万,-813.20%,3.85,15.2144,,1.2805,PB；PE,7293.38万,13.39亿,-26.96%,35.14亿,6.42亿,,,刘丹
2018,36.746,7.4991,4.9,2.89,-45.95%,1146.40万,-92.48%,3.97,12.7149,245.0,1.2343,PB；PE,1.98亿,14.24亿,29.33%,37.32亿,6.79亿,0.03,,刘丹
2017,,,6.25,5.34,-16.44%,1.52亿,132.54%,3.98,,31.25,1.5704,PB；PE,10.91亿,14.35亿,35.59%,36.79亿,7.11亿,,,刘丹
2016,,,8.93,6.4,-1.24%,-4.68亿,-2420.31%,3.8,,,2.35,PB；PE,4.79亿,12.97亿,-68.62%,36.92亿,28.60亿,,,刘丹
2015,,,6.17,6.48,-52.33%,2018.00万,103.45%,4.42,,205.6667,1.3959,PB；PE,5.41亿,17.69亿,10.55%,41.31亿,30.47亿,,,刘丹
2014,,,5.04,13.59,96.94%,-5.85亿,-308.93%,4.39,,,1.1481,PB；PE,5.15亿,17.52亿,-38.43%,43.57亿,32.19亿,0.03,,刘丹
2013,,,5.08,6.9,26.35%,2.80亿,5.50%,3.92,,13.7297,1.2959,PB；PE,9.13亿,23.60亿,27.24%,48.94亿,35.48亿,0.04,,刘丹
2012,,,5.72,5.46,-32.30%,2.65亿,53.41%,3.73,,16.3429,1.5335,PB；PE,3.88亿,14.19亿,49.47%,33.63亿,33.10亿,,,刘丹
2011,,,3.76,8.06,-73.49%,1.73亿,-60.25%,3.38,,16.3478,1.1124,PB；PE,7.96亿,11.65亿,23.23%,30.57亿,14.87亿,,,刘丹
2010,,,7.03,30.42,207.89%,4.35亿,63.01%,3.15,,12.1207,2.2317,PB；PE,8.51亿,10.05亿,14.72%,28.70亿,27.89亿,0.06,,刘丹
