报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,29.633,11.057,2.68,0.220026,-84.57%,11.43万,100.06%,0.07,134.6795,26800.0,38.2857,PB；PE,7378.74万,-51.58亿,0.52%,7606.37万,False,,20%: 最新年度营业收入下滑,天津国有资本投资运营有限公司
2026-03-31,29.633,11.057,2.68,0.220026,-84.57%,11.43万,100.06%,0.07,33.6699,26800.0,38.2857,PB；PE,7378.74万,-51.58亿,0.52%,7606.37万,False,,,天津国有资本投资运营有限公司
2025,25.763,11.057,2.33,9.66,-64.38%,-13.63亿,-547.91%,0.07,2.667,,33.2857,PB；PE,8430.97万,-51.58亿,-152.43%,7594.94万,6206.50万,,,天津国有资本投资运营有限公司
2024,30.075,11.057,2.72,27.12,-11.19%,-2.10亿,-656.87%,0.02,1.109,,136.0,PB；PE,4.08亿,-37.89亿,-8.52%,4.96亿,92.52亿,,,天津国有资本投资运营有限公司
2023,23.773,11.057,2.15,30.53,-9.14%,3776.91万,112.76%,0.21,0.7787,62.8655,10.2381,PB；PE,2.38亿,-35.78亿,-0.50%,7.32亿,105.56亿,,,天津国有资本投资运营有限公司
2022,24.989,11.057,2.26,33.6,-27.97%,-2.96亿,83.94%,0.18,0.7437,,12.5556,PB；PE,1.82亿,-36.16亿,-8.10%,7.47亿,137.30亿,,,天津国有资本投资运营有限公司
2021,22.667,11.057,2.05,46.65,69.47%,-18.44亿,26.76%,0.44,0.4859,,4.6591,PB；PE,6.42亿,-33.20亿,-37.55%,10.53亿,154.65亿,,,天津国有资本投资运营有限公司
2020,25.873,11.057,2.34,27.53,-71.22%,-25.17亿,-1878.06%,1.93,0.9398,,1.2124,PB；PE,8.34亿,-14.76亿,-101.84%,25.96亿,183.76亿,,,天津国有资本投资运营有限公司
2019,33.171,11.057,3.0,95.64,181.19%,1.42亿,5.09%,4.21,0.3468,23.4375,0.7126,PB；PE,5.79亿,10.41亿,1.94%,54.44亿,218.64亿,,,天津国有资本投资运营有限公司
2018,35.935,11.057,3.25,34.01,-46.43%,1.35亿,-38.24%,4.08,1.0566,26.6831,0.7966,PB；PE,13.39亿,9.09亿,4.23%,52.62亿,268.40亿,,,天津国有资本投资运营有限公司
2017,,,6.41,63.49,79.81%,2.18亿,157.89%,3.96,,32.4886,1.6187,PB；PE,39.17亿,7.74亿,5.12%,51.59亿,285.53亿,,,天津国有资本投资运营有限公司
2016,,,6.33,35.31,-7.13%,-3.77亿,-8482.29%,3.76,,,1.6835,PB；PE,51.32亿,5.56亿,-7.02%,52.54亿,263.42亿,0.002,,天津国有资本投资运营有限公司
2015,,,5.36,38.02,19.53%,449.48万,-97.33%,4.11,,1307.3171,1.3041,PB；PE,31.25亿,9.36亿,4.79%,56.03亿,192.77亿,0.046,,天津国有资本投资运营有限公司
2014,,,4.67,31.81,81.83%,1.68亿,17.16%,4.15,,31.1333,1.1253,PB；PE,7.76亿,9.82亿,9.67%,59.42亿,164.40亿,0.04,,天津国有资本投资运营有限公司
2013,,,3.26,17.49,-45.55%,1.44亿,-44.78%,4.04,,25.0769,0.8069,PB；PE,31.60亿,8.65亿,10.22%,55.84亿,128.52亿,0.075,,天津国有资本投资运营有限公司
2012,,,3.7,32.13,-1.25%,2.60亿,-2.86%,3.98,,15.4167,0.9296,PB；PE,12.96亿,8.10亿,10.49%,49.89亿,96.99亿,0.06999999999999999,,天津国有资本投资运营有限公司
2011,,,3.01,32.54,63.83%,2.68亿,18.44%,3.82,,12.5417,0.788,PB；PE,6.65亿,6.48亿,12.47%,48.09亿,104.51亿,0.05,,天津国有资本投资运营有限公司
2010,,,4.21,19.86,69.90%,2.26亿,44.60%,3.63,,21.05,1.1598,PB；PE,12.70亿,4.52亿,14.38%,43.79亿,104.28亿,0.04,,天津国有资本投资运营有限公司
