报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,151.312,4.4714,33.84,10.44,15.01%,6571.37万,-29.79%,8.01,14.4935,230.2041,4.2247,PE；PB,17.21亿,13.56亿,6.95%,42.08亿,10.33亿,0.2,20%: 最新年度净利润同比下降,常州雷利投资集团有限公司
2026-03-31,151.312,4.4714,33.84,10.44,15.01%,6571.37万,-29.79%,8.01,3.6234,230.2041,4.2247,PE；PB,17.21亿,13.56亿,6.95%,42.08亿,10.33亿,0.2,,常州雷利投资集团有限公司
2025,134.044,3.1938,41.97,41.8,18.77%,2.99亿,1.51%,7.86,3.2068,62.773,5.3397,PE；PB,16.39亿,12.90亿,7.57%,41.30亿,9.25亿,0.47,,常州雷利投资集团有限公司
2024,65.687,3.1702,20.72,35.19,14.38%,2.94亿,-7.14%,10.55,1.8666,31.3749,1.964,PE；PB,18.02亿,11.95亿,9.26%,38.98亿,8.35亿,0.76,,常州雷利投资集团有限公司
2023,41.836,2.6213,15.96,30.77,6.10%,3.17亿,22.44%,10.43,1.3596,15.9028,1.5302,PE；PB,18.40亿,11.47亿,11.74%,38.35亿,6.06亿,0.45999999999999996,,常州雷利投资集团有限公司
2022,26.297,2.5934,10.14,29.0,-0.65%,2.59亿,6.08%,11.4,0.9068,12.2627,0.8895,PE；PB,15.67亿,9.72亿,10.62%,31.84亿,5.45亿,0.45,,常州雷利投资集团有限公司
2021,32.162,2.5937,12.4,29.19,20.50%,2.44亿,-10.53%,10.45,1.1018,13.1719,1.1866,PE；PB,14.80亿,8.52亿,9.01%,28.05亿,6.12亿,0.4600037,,常州雷利投资集团有限公司
2020,19.505,2.5937,7.52,24.22,7.66%,2.73亿,18.52%,9.74,0.8053,7.0943,0.7721,PE；PB,12.24亿,7.43亿,11.56%,25.63亿,5.04亿,0.4,,常州雷利投资集团有限公司
2019,12.076,1.8665,6.47,22.5,0.04%,2.30亿,14.88%,8.94,0.5367,7.1889,0.7237,PE；PB,10.03亿,5.94亿,10.29%,23.42亿,4.32亿,0.4,,常州雷利投资集团有限公司
2018,5.499,1.0108,5.44,22.49,11.18%,2.00亿,-8.11%,11.37,0.2445,6.9388,0.4785,PE；PB,6.07亿,4.57亿,8.93%,21.22亿,4.59亿,0.8,,常州雷利投资集团有限公司
2017,,,10.67,20.23,25.09%,2.18亿,-5.53%,19.69,,7.9746,0.5419,PE；PB,6.04亿,3.50亿,10.77%,19.91亿,3.75亿,,,常州雷利投资集团有限公司
2016,,,,16.17,11.04%,2.31亿,74.26%,9.26,,,,PE；PB,2.23亿,2.76亿,14.27%,7.03亿,3.07亿,,,常州雷利投资集团有限公司
2015,,,,14.56,-0.27%,1.32亿,-11.58%,6.82,,,,PE；PB,2.02亿,1.09亿,9.08%,5.17亿,2.20亿,,,常州雷利投资集团有限公司
2014,,,,14.6,11.65%,1.50亿,8.50%,5.58,,,,PE；PB,1.09亿,1.50亿,10.26%,4.23亿,2.63亿,,,常州雷利投资集团有限公司
2013,,,,13.08,31.11%,1.38亿,55.20%,5.15,,,,PE；PB,7346.87万,1.37亿,11.02%,3.91亿,2.47亿,,,常州雷利投资集团有限公司
2012,,,,9.97,False,8897.96万,False,4.59,,,,PE；PB,6248.78万,9407.36万,10.41%,4.11亿,2.14亿,,,常州雷利投资集团有限公司
