报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,50.783,5.7059,8.9,0.5638,67.56,10.29%,1.61亿,205.18%,6.46,9.34亿,7.11亿,2.28%,37.31亿,17.19亿
2024,38.23,5.7059,6.7,0.4525,84.49,5.94%,-1.51亿,-242.04%,6.36,10.97亿,5.50亿,-2.12%,36.86亿,16.44亿
2023,59.455,5.7059,10.42,0.7454,79.76,-0.52%,1.07亿,157.74%,6.81,11.16亿,7.82亿,1.52%,39.47亿,17.21亿
2022,51.054,4.853,10.52,0.6368,80.17,-1.50%,4135.92万,115.01%,6.14,5.78亿,7.01亿,0.65%,30.61亿,17.30亿
2021,83.589,4.8655,17.18,1.027,81.39,24.64%,-2.76亿,-172.78%,5.97,10.56亿,6.75亿,-3.31%,29.94亿,19.39亿
2020,91.541,3.744,24.45,1.4019,65.3,70.43%,3.79亿,1.31%,9.49,11.10亿,10.82亿,6.38%,36.93亿,13.68亿
2019,53.108,3.3359,15.92,1.3859,38.32,25.65%,3.74亿,100.82%,6.81,8.11亿,7.29亿,10.24%,24.04亿,7.42亿
2018,28.728,2.4,11.97,0.9422,30.49,30.39%,1.86亿,19.39%,7.14,10.61亿,4.86亿,6.45%,18.85亿,3.68亿
2017,,,15.29,,23.39,35.74%,1.56亿,-22.23%,6.38,6.17亿,3.20亿,6.56%,15.45亿,3.26亿
2016,,,21.08,,17.23,25.11%,2.00亿,22.00%,6.93,6.02亿,4.66亿,11.53%,16.65亿,2.25亿
2015,,,,,13.77,18.51%,1.64亿,25.56%,3.58,9628.36万,3.29亿,11.98%,6.47亿,1.80亿
2014,,,,,11.62,21.59%,1.31亿,20.98%,2.80,7137.28万,2.07亿,11.29%,5.06亿,1.71亿
2013,,,,,9.56,6.22%,1.08亿,-5.12%,2.09,6031.05万,9159.70万,11.45%,3.80亿,1.49亿
2012,,,,,9.0,33.52%,1.14亿,41.77%,1.74,6521.26万,4166.15万,12.79%,3.16亿,1.08亿
2011,,,,,6.74,False,8039.26万,False,6.71,3544.80万,1.02亿,11.90%,2.21亿,9445.80万
