报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,252.514,8.2145,30.74,1.2616,150.12,8.77%,15.39亿,13.24%,12.57,32.54亿,62.87亿,10.67%,106.39亿,19.61亿
2024,214.842,8.2189,26.14,1.1626,184.8,-3.81%,14.17亿,-29.38%,11.98,32.12亿,59.03亿,7.83%,100.87亿,22.11亿
2023,262.512,8.2189,31.94,1.3664,192.12,6.67%,20.06亿,10.70%,11.69,35.83亿,57.16亿,10.50%,97.93亿,19.68亿
2022,312.318,8.2189,38.0,1.7341,180.1,-1.81%,18.12亿,8.87%,10.81,44.96亿,46.44亿,10.26%,90.74亿,18.83亿
2021,327.7,6.3226,51.83,1.7866,183.42,44.81%,16.64亿,96.87%,12.68,37.30亿,37.75亿,9.27%,84.03亿,24.41亿
2020,296.347,6.3241,46.86,2.3397,126.66,14.17%,8.45亿,-27.19%,10.66,30.06亿,26.89亿,6.84%,71.04亿,18.71亿
2019,178.256,6.0181,29.62,1.6068,110.94,20.95%,11.61亿,17.37%,9.27,34.51亿,25.12亿,11.00%,63.01亿,12.66亿
2018,87.55,4.3022,20.35,0.9545,91.72,37.61%,9.89亿,20.29%,10.12,17.68亿,18.43亿,10.97%,50.11亿,11.62亿
2017,,,26.33,,66.65,39.02%,8.22亿,43.02%,9.34,11.87亿,12.75亿,12.47%,40.26亿,8.78亿
2016,,,20.87,,47.95,30.11%,5.75亿,15.40%,8.33,12.49亿,8.18亿,11.94%,34.49亿,6.83亿
2015,,,,,36.85,13.74%,4.98亿,17.42%,3.12,2.63亿,4.11亿,13.31%,10.37亿,4.46亿
2014,,,,,32.4,20.81%,4.24亿,5.14%,3.02,1.81亿,4.56亿,12.97%,10.04亿,5.25亿
2013,,,,,26.82,26.62%,4.04亿,35.89%,2.64,2.86亿,3.44亿,14.94%,8.70亿,3.75亿
2012,,,,,21.18,2.68%,2.97亿,-20.91%,2.15,3.40亿,2.13亿,14.02%,7.09亿,3.77亿
2011,,,,,20.63,False,3.76亿,False,1.72,3.93亿,1.07亿,18.21%,5.69亿,3.40亿
