报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,24.764,2.0517,12.07,2.6956,6.89,-13.48%,1171.94万,222.32%,2.77,2.87亿,4818.46万,1.11%,5.71亿,1.20亿
2024,12.618,2.0517,6.15,1.2286,10.27,-20.06%,-1.75亿,-982.54%,2.67,2.83亿,4057.81万,-17.07%,5.50亿,2.11亿
2023,18.978,2.0583,9.22,1.478,12.84,19.65%,1985.33万,-19.49%,3.54,4.49亿,2.22亿,1.35%,7.32亿,2.43亿
2022,14.445,2.0636,7.0,1.3462,10.73,-17.32%,2465.79万,129.07%,3.52,2.77亿,2.22亿,1.48%,7.26亿,2.10亿
2021,19.697,2.069,9.52,1.5175,12.98,48.82%,-8482.84万,-490.18%,3.39,3.41亿,2.01亿,-6.69%,7.07亿,2.05亿
2020,18.547,2.0517,9.04,2.1269,8.72,-6.17%,2174.10万,-72.09%,3.93,4.37亿,2.98亿,2.49%,8.06亿,1.65亿
2019,24.785,2.0517,12.08,2.6651,9.3,11.93%,7788.74万,1.80%,3.85,3.96亿,2.95亿,8.37%,7.90亿,1.44亿
2018,13.643,1.1398,11.97,1.6418,8.31,2.86%,7651.27万,2.96%,6.49,1.97亿,2.50亿,9.21%,7.40亿,1.47亿
2017,,,,,8.08,11.41%,7431.12万,83.86%,4.08,1.51亿,1.81亿,9.20%,3.49亿,9362.46万
2016,,,,,7.25,25.91%,4041.62万,114.11%,3.30,9858.84万,1.21亿,5.58%,2.82亿,9552.38万
2015,,,,,5.76,21.09%,1887.62万,342.47%,False,8087.97万,8410.77万,3.28%,2.31亿,1.10亿
2014,,,,,4.75,22.15%,426.61万,-38.38%,2.52,7904.57万,6637.07万,0.90%,2.12亿,1.23亿
2013,,,,,3.89,False,692.30万,False,2.47,6898.46万,6402.21万,1.78%,2.07亿,9441.33万
