报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,58.466,4.01,14.58,3.51,-13.39%,-1910.94万,-305.87%,5.39,16.657,,2.705,PE；PB,6.26亿,8.19亿,-5.61%,21.73亿,1.94亿,0.08,40%: 最新年度营业收入下滑；最新年度净利润同比下降,万控集团有限公司
2026-03-31,58.466,4.01,14.58,3.51,-13.39%,-1910.94万,-305.87%,5.39,4.1642,,2.705,PE；PB,6.26亿,8.19亿,-5.61%,21.73亿,1.94亿,0.08,,万控集团有限公司
2025,51.689,4.01,12.89,18.87,-6.93%,8915.87万,-7.16%,5.44,2.7392,58.5909,2.3695,PE；PB,7.81亿,8.38亿,4.64%,21.92亿,1.91亿,0.08,,万控集团有限公司
2024,52.17,4.01,13.01,20.27,-11.56%,9603.86万,-45.04%,5.3,2.5738,54.3215,2.4547,PE；PB,7.90亿,7.89亿,4.60%,21.31亿,2.02亿,0.15,,万控集团有限公司
2023,62.877,4.01,15.68,22.92,3.17%,1.75亿,-14.80%,5.21,2.7433,35.9798,3.0096,PE；PB,10.41亿,7.91亿,7.54%,20.95亿,2.37亿,0.08,,万控集团有限公司
2022,68.571,4.01,17.1,22.22,2.86%,2.05亿,7.94%,4.86,3.086,32.2642,3.5185,PE；PB,7.48亿,6.54亿,9.22%,19.53亿,2.30亿,0.15,,万控集团有限公司
2021,,,,21.6,27.87%,1.90亿,7.15%,3.81,,,,PE；PB,2.56亿,5.17亿,8.79%,13.02亿,2.75亿,,,万控集团有限公司
2020,,,,16.89,5.51%,1.77亿,7.79%,3.26,,,,PE；PB,3.56亿,3.37亿,10.70%,11.12亿,2.07亿,,,万控集团有限公司
2019,,,,16.01,13.28%,1.65亿,39.17%,3.02,,,,PE；PB,3.03亿,1.64亿,10.72%,10.31亿,1.90亿,,,万控集团有限公司
2018,,,,14.13,False,1.18亿,False,57.73,,,,PE；PB,1.23亿,1.45亿,8.50%,6.54亿,1.94亿,,,万控集团有限公司
