报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,42.803,1.117,38.32,15.1656,0.705595,-19.60%,1038.61万,-11.94%,14.12,1.82亿,2.84亿,14.72%,15.77亿,1.21亿
2025,46.467,1.117,41.6,12.8362,3.62,-38.89%,7898.91万,30.62%,14.02,2.10亿,2.74亿,21.83%,15.66亿,1.19亿
2024,38.782,1.117,34.72,6.551,5.92,-10.44%,6047.48万,3.48%,13.65,2.98亿,2.45亿,10.21%,15.25亿,8806.50万
2023,38.456,0.8,48.07,5.8179,6.61,-29.05%,5843.92万,-35.80%,18.83,6.48亿,2.09亿,8.84%,15.07亿,1.16亿
2022,42.312,0.8,52.89,4.5399,9.32,45.43%,9102.27万,15.67%,18.58,8.35亿,1.85亿,9.77%,14.87亿,1.30亿
2021,,,,,6.41,205.77%,7868.88万,15.89%,3.33,2.68亿,1.22亿,12.28%,2.00亿,7170.69万
2020,,,,,2.1,26.73%,6790.15万,42.16%,2.02,2565.02万,5092.12万,32.41%,1.21亿,2332.37万
2019,,,,,1.65,51.76%,4776.56万,330.69%,1.33,3237.79万,-7470.51万,28.59%,5209.45万,1379.36万
2018,,,,,1.09,53.46%,1109.05万,205.09%,1.06,1431.67万,-1.22亿,9.67%,4517.90万,2238.79万
2017,,,,,0.709902,False,-1055.33万,False,0.58,456.15万,-1.34亿,-15.48%,2530.05万,2599.99万
