报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,57.598,2.1309,27.03,4.66,3.09,3.83%,90.91万,-16.11%,4.93,3.28亿,2.59亿,-0.62%,11.02亿,3.87亿
2025,67.613,2.1309,31.73,5.0158,13.48,1.23%,1711.49万,218.30%,4.93,2.63亿,2.58亿,1.13%,10.93亿,3.96亿
2024,36.786,2.1288,17.28,2.7638,13.31,-11.52%,-1446.73万,-112.45%,4.89,2.66亿,2.44亿,-1.72%,10.78亿,4.05亿
2023,44.997,1.5212,29.58,2.9898,15.05,62.48%,1.16亿,47.63%,7.30,2.66亿,2.72亿,7.59%,11.43亿,4.63亿
2022,82.982,1.3789,60.18,8.9613,9.26,68.18%,7870.81万,14.35%,7.00,3.80亿,1.91亿,8.48%,9.66亿,2.29亿
2021,56.425,0.9849,57.29,10.2405,5.51,66.04%,6882.94万,158.39%,8.90,4.70亿,1.20亿,12.39%,8.77亿,1.43亿
2020,,,,,3.32,27.69%,2663.79万,137.62%,3.13,1836.00万,7778.70万,8.00%,2.32亿,9923.50万
2019,,,,,2.6,-1.06%,1121.05万,48.80%,2.30,3253.83万,5385.51万,3.51%,1.56亿,7923.74万
2018,,,,,2.62,25.49%,753.42万,32.76%,2.43,2997.87万,6379.05万,2.18%,1.67亿,7417.54万
2017,,,,,2.09,8.76%,567.50万,-51.05%,2.22,2210.27万,5716.62万,3.37%,1.49亿,5931.48万
2016,,,,,1.92,46.40%,1159.30万,178.57%,2.04,1796.26万,5213.24万,6.03%,1.27亿,6017.91万
2015,,,,,1.31,-1.56%,416.16万,-57.88%,1.85,830.63万,4178.19万,3.17%,1.11亿,4955.55万
2014,,,,,1.33,-0.01%,987.99万,-56.54%,1.78,1852.66万,3795.37万,7.40%,1.07亿,5147.15万
2013,,,,,1.33,30.49%,2273.11万,96.68%,1.61,2178.58万,2891.79万,17.03%,9688.68万,4737.58万
2012,,,,,1.02,False,1155.74万,False,1.24,1721.98万,842.24万,11.30%,7415.56万,5593.42万
