报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,35.508,2.688,13.21,0.3345,26.54,4.81%,5492.49万,1.83%,6.05,8.49亿,9.61亿,2.24%,17.82亿,25.20亿
2025,34.568,2.688,12.86,0.3075,112.41,6.09%,1.73亿,-15.17%,5.86,11.14亿,9.06亿,1.66%,17.28亿,14.70亿
2024,37.014,2.688,13.77,0.3493,105.96,1.30%,2.03亿,-9.55%,5.66,14.05亿,8.58亿,2.16%,16.83亿,15.73亿
2023,39.084,2.688,14.54,0.3737,104.6,-10.59%,2.25亿,6.91%,5.36,16.56亿,7.91亿,2.37%,15.94亿,15.36亿
2022,37.286,1.92,19.42,0.3187,116.99,32.61%,2.10亿,23.49%,6.87,29.32亿,6.91亿,2.12%,14.84亿,15.63亿
2021,32.794,1.92,17.08,0.3717,88.22,32.84%,1.70亿,28.59%,6.10,14.74亿,5.48亿,2.10%,12.81亿,17.16亿
2020,26.189,1.92,13.64,0.3944,66.41,52.93%,1.32亿,11.41%,5.34,15.08亿,4.39亿,2.33%,11.43亿,12.36亿
2019,15.725,1.92,8.19,0.3622,43.42,16.28%,1.19亿,2.96%,4.98,4.75亿,3.66亿,2.87%,10.44亿,12.39亿
2018,12.928,1.6,8.08,0.3461,37.35,6.60%,1.15亿,27.82%,5.41,3.32亿,2.99亿,3.08%,9.57亿,11.42亿
2017,,,14.09,,35.03,3.09%,9033.02万,10.54%,5.87,4.06亿,2.29亿,2.56%,8.66亿,12.44亿
2016,,,,,33.98,5.08%,8171.71万,-7.42%,3.45,2.60亿,1.87亿,2.48%,4.31亿,13.37亿
2015,,,,,32.34,12.49%,8826.70万,9.35%,3.03,1.40亿,1.54亿,2.59%,3.45亿,13.52亿
2014,,,,,28.75,15.56%,8071.89万,17.45%,2.45,1.14亿,1.07亿,2.97%,2.90亿,10.01亿
2013,,,,,24.88,16.00%,6872.35万,23.91%,2.30,1.65亿,9910.66万,2.87%,2.63亿,7.92亿
2012,,,,,21.45,False,5546.20万,False,2.74,7490.56万,8798.39万,2.66%,2.42亿,5.07亿
