报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,43.441,11.2833,3.85,2.0,16.29,-9.63%,-5353.79万,-108.99%,0.55,2.81亿,-9.77亿,-3.31%,6.32亿,41.29亿
2024,46.374,11.2833,4.11,2.018,22.98,-6.20%,-1.48亿,3.16%,0.61,3.85亿,-9.23亿,-6.61%,7.11亿,42.68亿
2023,42.651,11.2833,3.78,1.7409,24.5,-1.88%,-1.53亿,-534.76%,0.74,2.14亿,-7.70亿,-6.33%,8.63亿,55.87亿
2022,36.896,11.2833,3.27,1.4776,24.97,-13.32%,-2406.51万,-153.05%,0.82,2.04亿,-6.07亿,-2.44%,10.19亿,59.75亿
2021,33.125,11.3833,2.91,1.1498,28.81,-9.50%,4536.01万,-44.26%,0.86,5.14亿,-6.10亿,1.61%,10.13亿,62.21亿
2020,27.33,11.4833,2.38,0.8586,31.83,-60.72%,8137.71万,113.83%,0.81,7.33亿,-6.42亿,2.67%,9.67亿,64.26亿
2019,31.924,11.4833,2.78,0.394,81.03,-1.78%,-5.88亿,-72.85%,0.73,21.94亿,-7.08亿,-7.35%,8.77亿,72.33亿
2018,37.321,11.4833,3.25,0.4524,82.5,-2.41%,-3.40亿,-242.45%,1.26,18.85亿,-7122.17万,-4.21%,14.88亿,85.31亿
2017,,,7.86,,84.53,31.46%,2.39亿,101.96%,1.62,21.31亿,2.92亿,2.86%,18.73亿,106.11亿
2016,,,8.54,,64.3,-3.25%,1.18亿,4.85%,1.53,16.43亿,1.25亿,1.87%,17.69亿,103.61亿
2015,,,11.03,,66.46,-3.28%,1.13亿,-72.32%,1.44,19.90亿,6468.40万,1.73%,16.57亿,96.97亿
2014,,,7.07,,68.71,-6.11%,4.08亿,-28.53%,2.92,14.04亿,7.14亿,5.95%,16.86亿,83.23亿
2013,,,6.22,,73.19,21.41%,5.70亿,882.63%,2.26,13.51亿,4.34亿,7.82%,13.06亿,52.27亿
2012,,,4.32,,60.28,-8.38%,5803.65万,8.83%,5.46,16.07亿,1.42亿,0.97%,7.87亿,43.19亿
2011,,,3.0,,65.79,33.24%,5332.94万,15.54%,4.54,9.83亿,1.10亿,0.82%,6.55亿,34.79亿
2010,,,3.29,,49.38,17.31%,4615.77万,7.64%,4.48,14.66亿,9924.22万,0.94%,8.53亿,30.21亿
