报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,20.984,1.5909,13.19,0.2933,53.65,-2.00%,1779.42万,0.66%,14.42,9.55亿,16.48亿,2.35%,42.23亿,21.82亿
2024,20.284,1.5909,12.75,0.2893,70.11,0.06%,-2781.68万,-248.48%,14.41,8.00亿,16.46亿,1.26%,42.19亿,22.22亿
2023,19.87,1.5909,12.49,0.2836,70.06,1.24%,1873.39万,112.12%,14.70,10.82亿,16.91亿,2.09%,42.84亿,24.85亿
2022,21.127,1.5909,13.28,0.3053,69.2,-17.14%,-1.55亿,-646.08%,14.94,8.10亿,17.36亿,-0.24%,43.60亿,26.97亿
2021,18.264,1.5909,11.48,0.2187,83.52,4.38%,2830.06万,24.60%,16.34,10.15亿,19.50亿,2.09%,45.45亿,29.85亿
2020,19.886,1.5909,12.5,0.2485,80.02,-52.16%,2271.25万,-90.47%,16.69,12.81亿,20.12亿,2.46%,53.63亿,29.87亿
2019,24.691,1.5909,15.52,0.1476,167.27,7.23%,2.38亿,-8.23%,16.51,13.07亿,20.89亿,3.58%,58.52亿,32.73亿
2018,25.057,1.5909,15.75,0.1606,156.0,11.58%,2.60亿,-14.88%,15.71,15.95亿,19.60亿,3.91%,55.46亿,29.41亿
2017,,,21.62,,139.81,7.35%,3.05亿,-6.75%,14.70,18.65亿,17.95亿,4.37%,51.46亿,31.61亿
2016,,,26.6,,130.24,0.92%,3.27亿,0.90%,13.38,15.94亿,15.81亿,4.38%,44.65亿,34.09亿
2015,,,34.02,,129.05,11.81%,3.24亿,8.57%,11.75,11.35亿,13.17亿,4.21%,33.86亿,31.57亿
2014,,,20.89,,115.42,11.89%,2.99亿,21.81%,10.00,10.33亿,10.45亿,3.86%,28.14亿,24.77亿
2013,,,14.92,,103.15,20.07%,2.45亿,21.50%,8.44,8.45亿,8.00亿,3.03%,19.16亿,14.39亿
2012,,,17.36,,85.91,23.46%,2.02亿,24.86%,7.19,7.71亿,6.02亿,2.97%,15.53亿,10.15亿
2011,,,20.61,,69.58,33.10%,1.62亿,22.55%,6.23,7.30亿,4.48亿,2.96%,13.28亿,5.30亿
2010,,,19.44,,52.28,33.58%,1.32亿,18.54%,5.54,1.80亿,3.34亿,3.17%,11.88亿,3.62亿
