报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,36.504,4.1576,8.78,9.992,2.74,-16.92%,-207.80万,-5.87%,5.25,6.54亿,10.33亿,1.42%,22.33亿,1675.89万
2024,38.042,4.1576,9.15,8.6854,4.38,-19.11%,422.50万,-94.38%,5.31,8.89亿,10.60亿,2.81%,22.59亿,1363.11万
2023,43.53,4.1576,10.47,8.0314,5.42,12.62%,7522.74万,207.38%,5.42,16.69亿,11.06亿,15.91%,23.02亿,1698.92万
2022,56.211,4.1576,13.52,11.6863,4.81,-22.33%,2447.41万,-76.30%,5.36,15.50亿,10.81亿,6.53%,22.70亿,1867.89万
2021,28.604,4.1576,6.88,4.621,6.19,5.12%,1.03亿,36.98%,5.46,11.51亿,11.23亿,18.42%,23.12亿,1884.28万
2020,29.311,4.1576,7.05,4.9764,5.89,-69.46%,7539.50万,-64.60%,5.33,8.87亿,10.69亿,14.56%,22.54亿,1888.54万
2019,30.35,4.1576,7.3,1.5734,19.29,-6.80%,2.13亿,-7.92%,5.51,9.36亿,11.44亿,11.84%,23.36亿,1911.05万
2018,27.44,4.1576,6.6,1.3262,20.69,-1.57%,2.31亿,-2.49%,5.36,8.62亿,10.80亿,11.77%,22.65亿,2194.38万
2017,,,9.72,,21.02,0.08%,2.37亿,-1.77%,5.16,8.15亿,9.99亿,11.81%,21.78亿,1965.02万
2016,,,15.55,,21.01,5.26%,2.41亿,-4.61%,4.96,8.82亿,9.11亿,12.02%,20.88亿,2307.16万
2015,,,12.83,,19.96,-3.22%,2.53亿,-1.89%,4.73,7.03亿,8.29亿,13.21%,19.92亿,2621.79万
2014,,,9.31,,20.62,-1.74%,2.58亿,5.49%,4.48,6.73亿,7.49亿,13.02%,18.88亿,2302.49万
2013,,,7.74,,20.99,0.19%,2.45亿,1.25%,4.22,6.06亿,6.63亿,12.14%,17.78亿,2357.00万
2012,,,6.1,,20.95,-4.25%,2.42亿,-5.16%,3.99,7.12亿,5.90亿,11.98%,16.81亿,3276.66万
2011,,,7.96,,21.88,6.99%,2.55亿,31.14%,3.85,8.36亿,5.17亿,12.67%,16.28亿,3357.56万
2010,,,,,20.45,10.01%,1.94亿,9.30%,2.50,2.85亿,4.19亿,11.67%,9.96亿,2856.93万
