报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,148.588,14.8737,9.99,2.1166,17.55,-14.09%,-2270.61万,-120.64%,3.47,19.79亿,-2.59亿,-1.03%,52.14亿,False
2025,116.312,14.8737,7.82,1.3931,83.49,8.38%,8552.35万,-45.79%,3.48,13.95亿,-2.37亿,1.22%,52.33亿,False
2024,88.945,14.8737,5.98,1.1547,77.03,-28.80%,1.58亿,-17.92%,3.43,9.77亿,-3.20亿,2.05%,51.02亿,480.42万
2023,80.615,14.8737,5.42,0.7452,108.18,-26.59%,1.92亿,136.10%,3.40,11.20亿,-5.21亿,1.76%,50.69亿,76.00万
2022,65.593,13.2243,4.96,0.4451,147.37,3.10%,8140.86万,-72.35%,3.05,4.20亿,-7.14亿,0.52%,41.31亿,False
2021,110.687,13.2243,8.37,0.7744,142.94,54.35%,2.94亿,211.98%,2.98,9.31亿,-7.95亿,2.13%,40.42亿,13.67万
2020,56.426,13.2455,4.26,0.6093,92.61,-50.96%,9435.96万,103.76%,2.75,9.47亿,-10.89亿,1.08%,37.45亿,5.68亿
2019,65.332,13.2519,4.93,0.346,188.83,32.89%,-25.09亿,-1054.52%,2.68,11.84亿,-11.84亿,-13.26%,36.42亿,6.30亿
2018,55.011,13.2557,4.15,0.3872,142.09,50.05%,2.63亿,-43.19%,4.63,9.52亿,13.25亿,2.01%,62.54亿,6.39亿
2017,,,7.71,,94.7,34.79%,4.63亿,11.29%,6.33,13.18亿,11.23亿,5.14%,61.61亿,12.44亿
2016,,,10.69,,70.25,190.67%,4.16亿,254.90%,4.86,14.29亿,7.04亿,5.79%,42.47亿,14.78亿
2015,,,14.71,,24.17,116.68%,1.17亿,118.79%,4.41,16.70亿,3.23亿,5.07%,38.65亿,25.81亿
2014,,,4.94,,11.15,22.85%,5354.29万,36.66%,2.28,4.32亿,2.12亿,4.49%,7.90亿,24.72亿
2013,,,3.25,,9.08,-39.81%,3918.05万,92.27%,2.12,5.80亿,1.67亿,8.19%,7.40亿,18.30亿
2012,,,3.59,,15.08,15.47%,2037.77万,-22.02%,2.05,5.66亿,1.47亿,-0.39%,6.72亿,8.83亿
2011,,,2.89,,13.06,36.66%,2613.04万,116.70%,1.99,3.99亿,1.33亿,-0.49%,6.78亿,7.11亿
2010,,,6.16,,9.56,33.40%,1205.86万,-79.21%,1.91,6.91亿,1.12亿,0.74%,6.85亿,2.37亿
