报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,31.905,0.9896,32.24,9.5546,0.834809,-32.52%,-822.76万,-317.90%,6.95,1.97亿,2.67亿,-9.75%,6.88亿,1.15亿
2025,37.773,0.9896,38.17,5.8928,6.41,10.11%,-208.11万,-105.10%,7.02,2.47亿,2.75亿,-0.38%,6.95亿,1.06亿
2024,25.126,0.9896,25.39,4.3172,5.82,21.76%,4083.33万,-23.87%,7.21,3.88亿,2.82亿,7.01%,7.14亿,1.37亿
2023,23.552,0.7276,32.37,4.9272,4.78,3.49%,5363.76万,31.45%,9.22,4.18亿,2.52亿,11.22%,6.71亿,1.08亿
2022,11.836,0.7204,16.43,2.5619,4.62,0.16%,4080.34万,-28.07%,8.37,3.60亿,2.10亿,8.82%,6.04亿,1.09亿
2021,18.903,0.7204,26.24,4.1004,4.61,29.83%,5672.74万,38.73%,7.68,2.96亿,1.80亿,12.29%,5.54亿,1.10亿
2020,,,,,3.55,-7.55%,4089.15万,-21.21%,7.24,1.70亿,1.30亿,11.39%,3.91亿,1.06亿
2019,,,,,3.84,25.85%,5190.03万,12.05%,6.50,1.55亿,9281.50万,13.48%,3.52亿,1.13亿
2018,,,,,3.05,25.70%,4631.72万,57.98%,5.55,8109.58万,4618.95万,15.17%,3.00亿,9997.10万
2017,,,,,2.43,False,2931.82万,False,2.58,3059.98万,904.21万,12.07%,1.29亿,6609.26万
