报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,98.078,1.9886,49.32,9.0145,2.72,1.28%,357.61万,141.61%,9.88,8.94亿,6.58亿,1.67%,19.86亿,840.02万
2025,87.14,1.9886,43.82,6.7655,12.88,-15.15%,8651.65万,14.99%,9.86,9.15亿,6.54亿,7.15%,19.82亿,947.42万
2024,66.3,1.9886,33.34,4.3676,15.18,4.55%,7524.05万,0.62%,9.58,8.68亿,6.03亿,5.30%,19.18亿,2020.89万
2023,42.934,1.9886,21.59,2.9569,14.52,18.17%,7477.53万,-11.92%,9.33,8.49亿,5.61亿,5.47%,18.62亿,1656.04万
2022,29.457,1.3299,22.15,2.3988,12.28,-12.45%,8489.45万,-52.71%,13.61,9.46亿,5.22亿,6.87%,18.07亿,1593.60万
2021,27.367,0.8874,30.84,1.9506,14.03,54.26%,1.80亿,14.50%,20.07,11.24亿,5.11亿,12.68%,17.80亿,1359.08万
2020,34.544,0.8878,38.91,3.796,9.1,37.39%,1.57亿,31.72%,18.62,12.98亿,3.73亿,17.24%,16.53亿,778.78万
2019,21.935,0.5333,41.13,3.3134,6.62,30.43%,1.19亿,24.35%,14.08,4.95亿,2.62亿,17.98%,7.51亿,484.66万
2018,,,,,5.08,38.31%,9571.92万,10.99%,8.19,682.63万,1.74亿,18.86%,3.28亿,76.62万
2017,,,,,3.67,82.44%,8624.14万,145.26%,6.35,8661.83万,1.09亿,23.50%,2.54亿,270.78万
2016,,,,,2.01,106.74%,3516.37万,81.76%,4.34,5903.39万,3635.32万,17.48%,1.74亿,7.58万
2015,,,,,0.972989,94.51%,1934.59万,18.40%,3.61,829.84万,1076.64万,19.88%,1.45亿,6.63万
2014,,,,,0.500237,False,1633.96万,False,21.21,413.33万,1819.05万,32.66%,2121.17万,False
