报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,110.246,8.8197,12.5,1.3998,19.69,-6.81%,3.00亿,-6.23%,10.36,34.43亿,71.09亿,17.05%,99.30亿,17.28亿
2025,118.272,8.8197,13.41,1.3697,86.35,-5.85%,10.43亿,28.79%,10.02,43.50亿,68.09亿,13.80%,95.91亿,10.75亿
2024,130.44,8.9588,14.56,1.4222,91.72,-2.07%,8.10亿,-36.91%,9.23,42.47亿,63.44亿,10.25%,90.39亿,14.19亿
2023,107.326,8.9588,11.98,1.146,93.65,3.35%,12.84亿,34.39%,8.87,36.68亿,60.10亿,15.39%,87.57亿,14.00亿
2022,67.101,8.9588,7.49,0.7405,90.61,6.57%,9.55亿,-1.44%,8.08,38.50亿,52.45亿,11.73%,81.22亿,14.65亿
2021,66.295,8.9588,7.4,0.7803,84.96,10.17%,9.69亿,27.44%,7.94,32.38亿,46.60亿,10.83%,78.23亿,13.56亿
2020,61.547,8.9588,6.87,0.8924,68.97,5.69%,7.60亿,3.73%,7.34,22.72亿,36.17亿,11.16%,67.70亿,11.77亿
2019,67.012,8.9588,7.48,1.027,65.25,16.58%,7.33亿,11.87%,6.75,20.57亿,31.25亿,11.37%,62.37亿,13.01亿
2018,59.397,8.9588,6.63,1.0612,55.97,6.60%,6.55亿,7.18%,6.11,13.41亿,25.11亿,11.84%,55.27亿,10.44亿
2017,,,8.97,,52.51,6.78%,6.11亿,44.80%,5.45,18.39亿,20.71亿,12.37%,49.36亿,9.47亿
2016,,,11.9,,49.18,6.87%,4.22亿,12.01%,4.37,14.65亿,15.72亿,10.22%,44.12亿,9.38亿
2015,,,,,46.02,4.24%,3.77亿,22.09%,3.56,18.98亿,13.20亿,9.77%,30.85亿,7.40亿
2014,,,,,44.14,16.15%,3.09亿,20.05%,2.97,14.10亿,9.69亿,7.96%,26.09亿,6.82亿
2013,,,,,38.01,19.57%,2.57亿,0.22%,2.60,13.88亿,7.34亿,7.77%,22.28亿,6.88亿
2012,,,,,31.78,9.92%,2.57亿,11.54%,2.24,13.95亿,5.29亿,8.67%,17.78亿,5.90亿
2011,,,,,28.92,False,2.30亿,False,1.87,14.50亿,3.51亿,8.30%,13.78亿,5.38亿
