报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,66.045,1.9488,33.89,30.5764,1.62,-7.02%,2761.82万,-24.82%,3.00,2.62亿,2.63亿,16.86%,5.87亿,1.00亿
2024,33.987,1.9488,17.44,14.4013,2.36,4.85%,4782.86万,32.18%,3.02,2.15亿,2.64亿,20.08%,5.90亿,9188.35万
2023,26.504,1.9488,13.6,11.7796,2.25,12.62%,3618.58万,-11.60%,3.03,2.60亿,2.72亿,15.78%,5.93亿,8431.38万
2022,24.652,1.9488,12.65,12.326,2.0,-20.76%,4093.23万,-46.76%,3.00,3.87亿,2.70亿,20.18%,5.87亿,7866.02万
2021,24.789,1.9488,12.72,9.798,2.53,15.76%,7688.89万,5.19%,2.96,2.86亿,2.73亿,30.38%,5.77亿,8595.55万
2020,13.597,1.08,12.59,6.2372,2.18,24.15%,7309.57万,64.81%,4.92,1.81亿,2.35亿,33.46%,5.33亿,8532.92万
2019,8.51,1.08,7.88,4.8352,1.76,8.48%,4435.20万,-4.91%,4.43,2.60亿,1.89亿,25.23%,4.78亿,7314.67万
2018,6.214,0.72,8.63,3.8358,1.62,7.61%,4664.09万,22.27%,6.33,1.67亿,1.70亿,28.78%,4.56亿,6541.40万
2017,,,10.62,,1.51,10.45%,3814.60万,0.70%,5.86,7317.02万,1.43亿,25.33%,4.22亿,4690.53万
2016,,,,,1.36,20.86%,3788.22万,19.02%,4.17,5151.58万,1.19亿,27.78%,2.25亿,4259.19万
2015,,,,,1.13,-3.53%,3182.82万,1.15%,3.68,5821.23万,9668.06万,27.91%,1.98亿,4253.92万
2014,,,,,1.17,-18.39%,3146.69万,-24.44%,3.29,2543.12万,7913.57万,26.87%,1.77亿,4142.85万
2013,,,,,1.43,False,4164.47万,False,2.90,2297.51万,6137.28万,28.91%,1.56亿,4427.50万
