报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,79.278,4.8488,16.35,4.7115,12.62,5.11%,-2165.64万,30.14%,3.08,3.59亿,6263.78万,-1.40%,15.19亿,5.58亿
2024,47.761,4.8488,9.85,2.9907,15.97,-4.01%,-1.16亿,-81.91%,3.12,3.04亿,8429.41万,-7.02%,15.36亿,4.49亿
2023,29.606,4.3796,6.76,1.7792,16.64,-2.06%,-6359.71万,-630.68%,3.20,2.73亿,2.24亿,-3.78%,14.25亿,4.39亿
2022,26.208,4.3826,5.98,1.5426,16.99,10.92%,1198.42万,-76.61%,3.34,1.76亿,2.88亿,0.73%,14.84亿,5.12亿
2021,28.839,4.3828,6.58,1.8837,15.31,20.28%,5124.00万,-21.20%,3.33,3.25亿,2.98亿,3.81%,14.89亿,3.99亿
2020,25.757,4.3,5.99,2.0233,12.73,45.17%,6502.64万,0.49%,3.23,1.81亿,2.47亿,5.66%,14.14亿,8.14亿
2019,18.886,4.302,4.39,2.1535,8.77,33.01%,6470.99万,43.84%,3.05,2.53亿,1.87亿,7.48%,13.20亿,2.64亿
2018,16.829,4.304,3.91,2.5537,6.59,9.04%,4498.68万,598.68%,2.86,2.23亿,1.26亿,6.72%,12.30亿,2.19亿
2017,,,5.61,,6.05,-0.80%,643.89万,-55.74%,2.80,2.03亿,9281.33万,1.05%,11.74亿,1.69亿
2016,,,10.36,,6.1,-22.76%,1454.82万,121.44%,2.78,2.31亿,8659.13万,2.39%,11.68亿,1.59亿
2015,,,10.79,,7.89,-6.58%,-6786.59万,-739.80%,2.75,2.04亿,7241.44万,-8.60%,11.53亿,1.80亿
2014,,,6.7,,8.45,3.71%,1060.73万,136.28%,2.91,3.06亿,1.41亿,1.26%,12.21亿,2.63亿
2013,,,4.32,,8.15,15.10%,-2923.71万,-306.86%,2.88,4.42亿,1.31亿,-3.59%,12.10亿,2.54亿
2012,,,5.96,,7.08,3.67%,1413.38万,-75.45%,2.97,3.95亿,1.67亿,1.98%,12.46亿,2.84亿
2011,,,4.4,,6.83,20.04%,5756.22万,13.52%,4.51,7307.68万,1.76亿,8.43%,7.72亿,2.78亿
2010,,,8.71,,5.69,38.86%,5070.70万,-16.19%,6.26,1.33亿,1.23亿,8.92%,7.12亿,2.33亿
