报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,131.782,10.2315,12.88,3.1668,31.21,8.14%,4756.35万,-15.33%,4.78,15.18亿,7.79亿,2.12%,55.44亿,20.28亿
2024,90.164,10.0742,8.95,2.3359,38.6,2.62%,5378.23万,2.92%,4.77,16.46亿,7.32亿,1.92%,54.53亿,19.24亿
2023,108.259,10.0988,10.72,2.8785,37.61,-8.29%,5225.83万,-81.00%,4.72,21.38亿,6.81亿,1.78%,53.92亿,19.47亿
2022,85.98,8.9937,9.56,2.0966,41.01,-18.83%,2.75亿,-2.07%,3.89,12.30亿,6.60亿,7.95%,41.21亿,17.93亿
2021,90.477,8.9937,10.06,1.7909,50.52,23.38%,2.81亿,83.68%,3.59,12.60亿,4.07亿,6.50%,38.72亿,17.44亿
2020,47.843,6.9337,6.9,1.1683,40.95,29.39%,1.53亿,151.38%,3.11,9.13亿,1.29亿,5.08%,28.86亿,16.47亿
2019,29.538,6.9337,4.26,0.9333,31.65,-0.73%,-2.98亿,-6.36%,3.19,7.64亿,-2666.92万,-10.00%,29.26亿,14.66亿
2018,27.111,6.9337,3.91,0.8504,31.88,6.28%,-2.80亿,-1800.24%,3.68,9.30亿,3.01亿,-8.77%,33.01亿,18.69亿
2017,,,6.09,,30.0,10.93%,1645.50万,9.93%,4.08,14.94亿,5.81亿,1.27%,35.95亿,18.36亿
2016,,,8.43,,27.04,6.13%,1496.83万,106.34%,4.05,9.05亿,5.64亿,0.82%,35.05亿,17.33亿
2015,,,14.4,,25.48,-27.21%,-2.36亿,-1325.87%,4.03,9.83亿,5.51亿,-9.74%,34.60亿,17.65亿
2014,,,11.2,,35.01,2.63%,1927.14万,135.54%,4.33,8.53亿,7.87亿,1.09%,35.51亿,16.69亿
2013,,,7.28,,34.11,7.91%,-5421.79万,-556.97%,3.10,3.00亿,5.38亿,-2.18%,11.27亿,6.89亿
2012,,,5.43,,11.91,-25.84%,1186.46万,-91.08%,3.18,2.35亿,5.67亿,1.12%,11.54亿,6.72亿
2011,,,7.31,,16.06,12.14%,1.33亿,24.86%,3.22,3.07亿,5.90亿,8.44%,11.72亿,6.56亿
2010,,,13.35,,14.32,25.76%,1.07亿,14.94%,2.89,4.27亿,4.93亿,7.60%,10.62亿,4.56亿
