报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,49.058,9.5444,5.14,2.1219,17.34,0.35%,1.63亿,99.81%,4.45,8.66亿,13.03亿,9.43%,42.59亿,12.61亿
2024,40.659,9.5444,4.26,1.7156,23.7,2.40%,1.30亿,774.81%,4.37,7.78亿,12.35亿,5.54%,41.85亿,14.10亿
2023,43.914,9.5674,4.59,1.8978,23.14,-14.83%,-1928.56万,-116.79%,4.34,3.65亿,12.19亿,-0.86%,41.70亿,13.79亿
2022,41.345,9.5927,4.31,1.5217,27.17,-5.45%,1.15亿,-46.60%,4.44,2.64亿,13.34亿,4.24%,42.81亿,17.23亿
2021,46.045,9.5928,4.8,1.6021,28.74,13.96%,2.15亿,-57.18%,4.31,4.71亿,12.34亿,7.50%,41.53亿,17.77亿
2020,44.518,9.5123,4.68,1.7652,25.22,-14.43%,5.02亿,262.72%,4.16,7.74亿,10.84亿,20.04%,39.73亿,13.79亿
2019,42.885,7.9269,5.41,1.4552,29.47,-15.10%,1.39亿,-22.10%,3.43,3.08亿,6.06亿,4.54%,29.59亿,14.70亿
2018,39.0,7.9269,4.92,1.1236,34.71,17.00%,1.78亿,20.46%,3.25,2.23亿,4.81亿,5.54%,28.21亿,19.16亿
2017,,,9.72,,29.67,29.88%,1.48亿,107.32%,3.11,1.01亿,3.95亿,5.69%,27.08亿,16.07亿
2016,,,8.63,,22.84,0.28%,7119.05万,624.88%,2.93,3.02亿,2.62亿,3.59%,25.36亿,14.84亿
2015,,,10.45,,22.78,-24.27%,-1356.33万,-109.88%,2.83,1.91亿,1.98亿,-0.88%,24.55亿,13.04亿
2014,,,17.4,,30.08,10.08%,1.37亿,63.55%,2.94,1.21亿,2.93亿,4.48%,25.48亿,14.23亿
2013,,,7.6,,27.33,5.25%,8391.63万,810.70%,2.86,2.29亿,2.49亿,3.28%,24.87亿,14.72亿
2012,,,9.11,,25.96,-3.96%,-1180.75万,-117.15%,2.28,2.93亿,1.72亿,-0.45%,19.00亿,13.28亿
2011,,,8.65,,27.03,-10.62%,6883.09万,-70.23%,2.30,1.86亿,1.84亿,2.59%,19.13亿,13.70亿
2010,,,12.04,,30.24,77.03%,2.31亿,15006.58%,2.41,2.77亿,2.68亿,8.04%,19.90亿,13.57亿
