报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,183.917,12.4352,14.79,0.5331,258.74,9.38%,14.04亿,-0.49%,15.03,38.16亿,104.91亿,5.44%,189.81亿,49.44亿
2024,146.508,12.437,11.78,0.4533,323.21,22.23%,17.48亿,29.76%,13.91,43.54亿,92.97亿,5.42%,175.98亿,49.64亿
2023,130.935,11.9249,10.98,0.4952,264.42,-4.82%,13.47亿,-15.71%,13.12,41.17亿,77.19亿,5.10%,159.43亿,41.40亿
2022,167.668,9.6583,17.36,0.6035,277.81,12.87%,15.99亿,-13.68%,12.42,32.62亿,65.52亿,5.91%,126.37亿,38.67亿
2021,204.023,6.8258,29.89,0.8289,246.13,50.69%,18.52亿,73.08%,15.39,50.52亿,51.85亿,7.68%,110.68亿,37.24亿
2020,62.697,6.6136,9.48,0.3839,163.33,15.45%,10.70亿,16.69%,12.78,36.05亿,35.50亿,6.68%,90.17亿,23.62亿
2019,47.085,6.163,7.64,0.3328,141.48,6.18%,9.17亿,85.02%,10.97,32.21亿,25.74亿,6.95%,72.66亿,20.29亿
2018,33.682,5.8988,5.71,0.2528,133.25,28.54%,4.96亿,40.82%,10.06,12.54亿,17.96亿,3.96%,60.93亿,13.19亿
2017,,,8.39,,103.66,38.56%,3.52亿,30.76%,9.05,11.81亿,13.85亿,3.55%,55.19亿,12.61亿
2016,,,9.47,,74.81,18.82%,2.69亿,55.62%,7.59,7.75亿,11.13亿,3.85%,40.74亿,9.51亿
2015,,,10.15,,62.96,-3.40%,1.73亿,-2.54%,7.48,6.81亿,9.20亿,3.07%,37.89亿,8.92亿
2014,,,8.08,,65.18,15.02%,1.77亿,198.62%,6.62,8.76亿,7.99亿,2.94%,28.35亿,9.62亿
2013,,,5.05,,56.67,7.66%,5943.20万,-6.16%,6.30,3.42亿,6.76亿,1.23%,26.83亿,7.61亿
2012,,,6.95,,52.64,-19.93%,6333.08万,-75.28%,6.25,8.56亿,6.61亿,1.22%,26.56亿,7.75亿
2011,,,7.25,,65.73,31.74%,2.56亿,6.36%,6.20,12.01亿,6.45亿,4.29%,25.82亿,7.49亿
2010,,,,,49.9,51.68%,2.41亿,69.56%,3.41,3.49亿,4.75亿,5.30%,12.35亿,6.46亿
