报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,35.082,3.0801,11.39,10.0314,0.874309,-9.74%,1109.82万,-13.86%,3.10,1.01亿,2.58亿,12.98%,9.56亿,1.48亿
2025,40.996,3.0801,13.31,9.4244,4.35,-13.02%,4077.37万,-26.65%,3.07,9111.43万,2.47亿,9.40%,9.45亿,1.61亿
2024,44.698,3.0469,14.67,8.9218,5.01,16.05%,5558.92万,24.50%,2.93,7650.15万,2.19亿,11.16%,8.94亿,1.56亿
2023,34.701,3.0227,11.48,8.0513,4.31,14.74%,4464.95万,19.55%,2.72,1.15亿,1.76亿,10.42%,8.45亿,1.51亿
2022,13.812,1.8817,7.34,3.6734,3.76,21.53%,3734.94万,27.80%,4.13,5679.23万,1.41亿,9.84%,7.77亿,1.18亿
2021,13.401,1.8822,7.12,4.3369,3.09,8.64%,2922.39万,7.90%,3.85,7917.10万,1.12亿,9.26%,7.25亿,1.32亿
2020,10.458,1.6923,6.18,3.6695,2.85,5.14%,2708.55万,1.86%,3.19,2694.89万,9104.85万,9.16%,5.41亿,7516.69万
2019,12.844,1.6811,7.64,4.7395,2.71,15.60%,2659.00万,144.59%,3.00,1935.57万,7048.75万,8.40%,5.07亿,7584.89万
2018,7.639,1.6428,4.65,3.2645,2.34,-18.76%,-5963.05万,-241.91%,2.93,3641.65万,5469.16万,-23.26%,6.54亿,6520.93万
2017,,,8.7,,2.88,132.56%,4201.91万,150.75%,3.29,1.54亿,1.14亿,12.75%,7.09亿,6946.42万
2016,,,13.51,,1.24,-10.82%,-8279.32万,-24.63%,3.02,8458.55万,7574.98万,-69.69%,5.17亿,1.07亿
2015,,,22.47,,1.39,-49.40%,-6643.19万,-322.20%,3.49,7096.68万,1.59亿,-50.38%,6.04亿,5718.82万
2014,,,9.29,,2.75,-9.62%,2989.70万,-70.58%,4.07,1.41亿,2.30亿,10.09%,6.80亿,6219.48万
2013,,,8.97,,3.04,23.18%,1.02亿,19.36%,3.98,2.73亿,2.20亿,33.41%,6.77亿,4475.38万
2012,,,8.03,,2.47,32.09%,8513.36万,39.38%,6.85,3.23亿,1.54亿,34.49%,5.63亿,4511.13万
2011,,,7.41,,1.87,42.74%,6108.02万,43.55%,8.54,3.58亿,1.00亿,32.68%,5.01亿,3657.51万
2010,,,,,1.31,36.99%,4255.03万,67.22%,2.29,2901.67万,4538.13万,32.50%,1.01亿,3255.39万
