报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,409.361,2.8873,141.78,18.6752,5.48,10.53%,3.16亿,23.87%,22.13,55.27亿,29.10亿,58.29%,64.33亿,2.74亿
2025,392.355,2.8873,135.89,17.8668,21.96,26.52%,11.13亿,26.04%,21.02,53.42亿,25.94亿,51.49%,61.12亿,2.50亿
2024,280.521,2.0545,136.54,16.1684,17.35,23.33%,8.83亿,21.10%,26.61,47.77亿,21.60亿,53.70%,55.24亿,1.65亿
2023,183.117,1.4633,125.14,13.0147,14.07,56.61%,7.29亿,52.01%,33.97,44.10亿,18.23亿,53.55%,50.19亿,1.54亿
2022,154.991,1.4597,106.18,17.2596,8.98,-1.64%,4.80亿,-12.85%,29.30,38.51亿,12.59亿,54.77%,43.05亿,1.20亿
2021,135.68,1.0034,135.22,14.8609,9.13,60.02%,5.50亿,48.46%,29.79,25.52亿,9.95亿,60.09%,29.99亿,1.37亿
2020,90.35,1.0,90.35,15.8231,5.71,51.79%,3.71亿,50.46%,24.93,20.35亿,5.74亿,64.75%,24.95亿,4142.86万
2019,51.3,1.0,51.3,13.6436,3.76,53.33%,2.46亿,76.85%,21.48,20.04亿,2.92亿,65.45%,21.50亿,2570.38万
2018,,,,,2.45,16.58%,1.39亿,6.24%,3.87,1.32亿,6891.86万,56.79%,2.90亿,1574.17万
2017,,,,,2.1,72.15%,1.31亿,74.40%,2.40,2404.14万,1.78亿,62.31%,1.80亿,1348.95万
2016,,,,,1.22,False,7516.72万,False,1.34,3783.85万,9849.11万,61.51%,1.01亿,814.82万
