报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,78.766,4.1543,18.96,1.4975,13.15,12.98%,6529.08万,2.84%,8.43,10.33亿,20.28亿,6.07%,39.10亿,3.12亿
2025,123.341,4.1543,29.69,2.5039,49.26,-2.25%,1.55亿,6.69%,8.27,10.97亿,19.63亿,4.19%,38.30亿,2.73亿
2024,42.748,4.1543,10.29,0.8482,50.4,-1.30%,1.45亿,-37.43%,8.05,8.25亿,18.74亿,3.92%,37.28亿,3.00亿
2023,40.735,4.1566,9.8,0.7978,51.06,0.53%,2.32亿,-10.44%,7.98,9.31亿,18.32亿,6.12%,36.82亿,3.51亿
2022,33.544,4.1566,8.07,0.6603,50.8,-10.91%,2.60亿,-23.73%,7.65,6.08亿,17.03亿,7.00%,35.03亿,3.59亿
2021,54.41,4.1566,13.09,0.9542,57.02,4.75%,3.40亿,-23.13%,7.26,8.24亿,15.59亿,7.68%,33.10亿,4.11亿
2020,59.439,4.1566,14.3,1.092,54.43,28.75%,4.43亿,63.71%,6.85,14.41亿,13.66亿,10.00%,31.02亿,5.67亿
2019,40.028,4.1566,9.63,0.9467,42.28,22.78%,2.70亿,14.40%,6.01,7.76亿,10.31亿,7.02%,26.48亿,5.03亿
2018,20.212,2.99,6.76,0.5869,34.44,11.63%,2.36亿,-9.12%,7.73,9.77亿,8.64亿,7.45%,24.35亿,5.00亿
2017,,,16.15,,30.85,39.06%,2.60亿,23.06%,7.15,15.84亿,7.30亿,8.85%,22.57亿,3.64亿
2016,,,20.24,,22.18,44.80%,2.11亿,40.16%,4.39,8.71亿,5.59亿,9.82%,12.62亿,4.42亿
2015,,,24.15,,15.32,29.62%,1.51亿,16.29%,3.89,8.47亿,4.18亿,9.97%,10.47亿,2.79亿
2014,,,,,11.82,34.37%,1.30亿,35.04%,4.83,2.84亿,3.29亿,10.97%,4.83亿,2.36亿
2013,,,,,8.8,22.71%,9601.08万,20.83%,3.81,2.16亿,2.42亿,10.92%,3.81亿,1.44亿
2012,,,,,7.17,14.91%,7946.01万,9.25%,3.08,1.76亿,1.80亿,11.09%,3.08亿,1.37亿
2011,,,,,6.24,44.79%,7273.02万,31.64%,2.28,1.30亿,1.09亿,11.66%,2.28亿,1.31亿
2010,,,,,4.31,67.34%,5524.75万,93.64%,2.35,7869.20万,7493.56万,12.82%,1.88亿,1.01亿
