报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,187.459,30.5806,6.13,1.9438,24.11,21.25%,4.57亿,-6.06%,5.68,25.82亿,50.00亿,19.81%,222.33亿,3460.45万
2025,185.93,30.5806,6.08,2.123,87.58,-15.48%,15.13亿,3.72%,5.54,45.63亿,45.66亿,17.63%,240.63亿,2077.80万
2024,152.903,30.5806,5.0,1.4756,103.62,-11.07%,14.59亿,22.91%,5.36,29.48亿,51.10亿,14.93%,194.96亿,2986.73万
2023,122.628,30.5806,4.01,1.0524,116.52,10.12%,11.87亿,90.15%,5.13,19.83亿,45.40亿,10.83%,166.73亿,1.20亿
2022,103.668,30.5806,3.39,0.9798,105.81,8.93%,6.24亿,-66.59%,5.82,25.88亿,38.22亿,8.19%,216.11亿,3007.61万
2021,142.811,30.5806,4.67,1.5702,90.95,66.61%,18.69亿,177.04%,5.68,38.40亿,54.07亿,21.39%,184.48亿,6306.91万
2020,82.262,30.5806,2.69,1.5069,54.59,-14.80%,6.74亿,-37.70%,5.08,32.32亿,44.00亿,13.39%,165.33亿,26.04亿
2019,105.809,30.5806,3.46,1.6512,64.08,7.35%,10.83亿,27.49%,4.99,30.70亿,44.43亿,17.63%,161.51亿,22.36亿
2018,85.32,30.5806,2.79,1.4294,59.69,-25.24%,8.49亿,-4.42%,4.74,36.74亿,41.72亿,15.09%,148.84亿,18.31亿
2017,,,3.21,,79.84,-3.41%,8.88亿,-15.16%,4.54,28.01亿,40.87亿,12.14%,142.85亿,18.55亿
2016,,,3.85,,82.66,-13.97%,10.47亿,5.17%,4.36,39.61亿,39.80亿,13.59%,138.84亿,23.58亿
2015,,,4.47,,96.08,15.75%,9.96亿,2.73%,4.09,32.03亿,36.96亿,11.28%,132.97亿,16.93亿
2014,,,4.02,,83.0,16.34%,9.69亿,-4.06%,3.85,37.52亿,33.71亿,12.76%,123.67亿,13.51亿
2013,,,2.06,,71.35,69.48%,10.10亿,-14.45%,3.60,19.30亿,30.53亿,15.01%,115.31亿,11.35亿
2012,,,2.34,,42.1,10.58%,11.81亿,-9.45%,3.35,18.98亿,26.97亿,28.76%,104.46亿,4286.57万
2011,,,2.37,,38.07,39.50%,13.04亿,13.87%,3.06,17.89亿,23.45亿,34.65%,95.07亿,2695.04万
2010,,,4.47,,27.29,27.76%,11.45亿,38.41%,2.72,12.84亿,17.76亿,42.36%,84.24亿,1190.72万
