报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,17.084,1.5616,10.94,9.4911,1.35,-69.45%,-2635.09万,-237.62%,4.15,1.81亿,3.18亿,-19.47%,6.48亿,False
2024,15.881,1.5616,10.17,1.9679,8.07,-18.03%,848.00万,-80.18%,4.34,1.96亿,2.36亿,1.71%,6.38亿,628.54万
2023,18.989,1.5616,12.16,2.5626,7.41,-0.77%,4277.89万,-17.33%,4.34,2.09亿,3.51亿,6.88%,7.75亿,False
2022,17.123,1.5623,10.96,2.2953,7.46,23.11%,5174.56万,-14.43%,4.10,1.82亿,3.25亿,8.73%,7.31亿,False
2021,13.0,1.3026,9.98,2.1452,6.06,27.61%,6047.43万,-17.96%,4.62,2.03亿,2.92亿,11.67%,6.80亿,False
2020,13.365,1.3026,10.26,2.8137,4.75,52.36%,7371.52万,12.99%,4.22,2.16亿,2.48亿,16.43%,6.21亿,False
2019,9.212,0.8691,10.6,2.9526,3.12,15.34%,6524.02万,14.79%,5.60,9716.83万,1.96亿,20.81%,4.94亿,19.04万
2018,8.992,0.8663,10.38,3.3304,2.7,16.47%,5683.28万,15.78%,4.97,1.31亿,1.52亿,21.93%,4.42亿,False
2017,,,15.77,,2.32,21.18%,4908.72万,21.16%,7.13,1.13亿,1.11亿,22.49%,3.94亿,False
2016,,,,,1.92,27.51%,4051.39万,67.92%,4.18,1904.46万,6657.66万,21.88%,1.67亿,False
2015,,,,,1.5,-5.74%,2412.75万,-17.57%,3.18,2582.57万,3017.67万,17.44%,1.27亿,False
2014,,,,,1.59,28.47%,2926.99万,101.00%,4.51,4004.68万,4621.85万,20.01%,1.01亿,False
2013,,,,,1.24,5.69%,1456.25万,-4.05%,3.71,2173.87万,3351.98万,14.50%,7423.29万,False
2012,,,,,1.17,False,1517.69万,False,3.13,3271.14万,2770.81万,15.09%,6253.30万,False
