报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,24.095,1.7397,13.85,2.6497,6.82,-29.43%,4360.20万,354.70%,6.38,5.63亿,1.42亿,5.43%,11.35亿,False
2024,18.215,1.7397,10.47,1.5371,11.85,-4.46%,-9944.21万,69.84%,6.28,7.35亿,1.25亿,-9.14%,11.32亿,423.38万
2023,24.46,1.7397,14.06,1.9726,12.4,-34.66%,-3.30亿,-1497.64%,6.92,6.88亿,2.35亿,-26.99%,12.50亿,755.79万
2022,22.686,1.7397,13.04,1.1953,18.98,-17.24%,2359.47万,-81.00%,8.92,6.15亿,5.84亿,0.74%,16.04亿,326.89万
2021,39.599,1.7414,22.74,1.7262,22.94,22.92%,1.24亿,314.97%,8.91,7.12亿,5.90亿,5.03%,16.16亿,2257.47万
2020,22.107,1.7448,12.67,1.1847,18.66,48.77%,2992.65万,-82.38%,8.30,6.29亿,4.93亿,2.08%,15.24亿,152.17万
2019,25.09,1.7448,14.38,2.0008,12.54,14.68%,1.70亿,49.98%,8.26,5.09亿,4.82亿,14.67%,15.11亿,1.00亿
2018,21.757,1.3422,16.21,1.9888,10.94,115.23%,1.13亿,60.79%,9.49,5.39亿,3.45亿,11.64%,13.33亿,1.58亿
2017,,,26.55,,5.08,29.53%,7041.63万,13.23%,6.26,4.82亿,2.54亿,16.57%,8.04亿,False
2016,,,32.95,,3.92,18.06%,6218.68万,21.68%,11.18,5.17亿,2.04亿,16.71%,7.10亿,False
2015,,,,,3.32,-1.69%,5110.61万,-9.63%,7.77,2.03亿,1.60亿,15.72%,3.58亿,False
2014,,,,,3.38,18.60%,5655.22万,-4.92%,6.88,1.93亿,1.24亿,17.21%,3.17亿,False
2013,,,,,2.85,13.18%,5947.55万,13.14%,5.86,1.73亿,8338.84万,20.87%,2.64亿,False
2012,,,,,2.52,11.54%,5256.65万,-46.33%,4.71,1.24亿,3804.43万,20.31%,2.12亿,False
2011,,,,,2.26,False,9793.65万,False,8.51,4344.83万,1.06亿,42.95%,1.33亿,35.24万
