报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,206.162,5.2312,39.41,0.3751,137.42,-21.57%,5.47亿,-10.76%,26.25,111.99亿,124.13亿,5.02%,161.80亿,95.73亿
2025,232.631,5.2312,44.47,0.4404,528.23,-6.99%,17.55亿,-9.99%,25.21,102.91亿,118.66亿,4.28%,155.25亿,85.72亿
2024,272.441,5.2312,52.08,0.4797,567.93,-20.50%,19.50亿,-11.95%,23.89,83.94亿,111.83亿,4.48%,147.50亿,118.25亿
2023,335.111,5.2312,64.06,0.4691,714.36,13.37%,22.14亿,30.23%,22.13,96.13亿,102.52亿,4.17%,137.35亿,123.28亿
2022,203.18,5.2312,38.84,0.3225,630.1,7.36%,17.00亿,-9.38%,19.36,58.08亿,88.01亿,3.60%,119.81亿,167.99亿
2021,209.196,5.2312,39.99,0.3564,586.91,13.47%,18.76亿,18.30%,17.57,73.99亿,78.60亿,4.17%,108.59亿,125.49亿
2020,201.401,5.2312,38.5,0.3894,517.22,4.22%,15.86亿,12.64%,15.23,59.00亿,66.37亿,4.01%,94.14亿,118.82亿
2019,207.574,5.2312,39.68,0.4183,496.29,13.35%,14.08亿,16.89%,13.42,45.52亿,56.53亿,3.69%,83.41亿,114.05亿
2018,192.351,5.2312,36.77,0.4393,437.84,9.98%,12.05亿,6.02%,11.84,48.60亿,48.17亿,3.57%,73.85亿,89.01亿
2017,,,32.62,,398.1,13.86%,11.36亿,7.44%,10.72,44.37亿,41.62亿,3.69%,67.14亿,72.10亿
2016,,,28.86,,349.64,-2.10%,10.57亿,-5.36%,9.68,49.42亿,35.49亿,3.91%,60.24亿,74.06亿
2015,,,32.85,,357.12,8.76%,11.17亿,18.88%,8.68,48.40亿,29.94亿,3.98%,54.27亿,49.14亿
2014,,,24.07,,328.35,-0.45%,9.40亿,5.62%,7.54,47.13亿,24.03亿,3.74%,46.29亿,51.36亿
2013,,,16.82,,329.85,29.08%,8.90亿,45.57%,6.37,28.36亿,19.61亿,3.43%,38.68亿,50.20亿
2012,,,15.0,,255.53,20.95%,6.11亿,16.90%,5.28,19.23亿,14.27亿,3.11%,31.77亿,52.77亿
2011,,,15.08,,211.26,47.57%,5.23亿,83.10%,4.97,11.57亿,8.90亿,3.23%,25.04亿,44.97亿
2010,,,13.15,,143.16,29.65%,2.86亿,65.05%,4.94,9.83亿,3.87亿,2.98%,17.92亿,32.04亿
