报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,29.658,11.3199,2.62,2.3464,3.16,3.44%,383.31万,-39.74%,2.22,2.67亿,14.78亿,1.20%,25.22亿,28.96亿
2025,31.356,11.3199,2.77,2.4251,12.93,4.38%,-8190.02万,30.37%,2.23,4.41亿,14.75亿,-6.35%,25.26亿,29.52亿
2024,38.148,11.3199,3.37,3.0789,12.39,1.10%,-1.18亿,-1056.08%,2.32,7.19亿,15.56亿,-9.52%,26.27亿,31.82亿
2023,30.224,11.3199,2.67,2.4653,12.26,-2.57%,1230.23万,-63.75%,2.43,6.08亿,16.85亿,1.03%,27.57亿,32.05亿
2022,30.337,11.3199,2.68,2.4115,12.58,-19.65%,3393.75万,-43.63%,2.50,5.01亿,16.74亿,2.76%,28.29亿,32.34亿
2021,33.96,11.3199,3.0,2.1686,15.66,17.75%,6020.59万,57.85%,2.46,3.27亿,16.40亿,3.84%,27.90亿,32.27亿
2020,27.847,11.3199,2.46,2.0938,13.3,-26.92%,3814.15万,-81.99%,2.45,3.86亿,15.83亿,2.80%,27.74亿,31.32亿
2019,40.072,11.3199,3.54,2.203,18.19,-3.30%,2.12亿,-9.56%,2.53,4.56亿,15.82亿,11.63%,28.68亿,31.97亿
2018,29.205,11.3199,2.58,1.5526,18.81,-3.35%,2.34亿,8.85%,2.52,3.45亿,14.37亿,12.41%,28.61亿,31.62亿
2017,,,5.37,,19.47,7.50%,2.15亿,25.35%,2.35,3.97亿,12.72亿,11.07%,26.71亿,26.39亿
2016,,,6.94,,18.11,-6.91%,1.72亿,21.37%,2.47,3.52亿,11.32亿,9.50%,23.39亿,26.60亿
2015,,,5.59,,19.45,0.67%,1.41亿,-9.56%,2.48,7.04亿,10.22亿,7.26%,23.47亿,28.25亿
2014,,,3.75,,19.32,-9.25%,1.56亿,-9.41%,2.40,2.85亿,9.27亿,8.06%,22.66亿,25.17亿
2013,,,3.86,,21.29,-5.18%,1.73亿,8.86%,2.39,5.41亿,8.58亿,8.10%,22.55亿,21.31亿
2012,,,3.3,,22.46,-0.83%,1.59亿,-35.62%,2.31,9.42亿,7.74亿,7.06%,21.81亿,20.65亿
2011,,,4.12,,22.64,12.94%,2.46亿,38.39%,2.70,7.29亿,7.07亿,10.89%,21.26亿,17.84亿
2010,,,8.03,,20.05,24.79%,1.78亿,46.89%,2.54,10.70亿,5.60亿,8.87%,19.99亿,12.47亿
