报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,10.176,0.5585,18.22,8.2302,0.309106,110.59%,412.29万,404.50%,9.09,2.74亿,1.97亿,13.31%,5.08亿,4336.53万
2025,11.142,0.5585,19.95,9.9482,1.12,-18.27%,1941.04万,-16.10%,9.02,2.78亿,1.92亿,17.13%,5.04亿,4344.77万
2024,8.953,0.5585,16.03,6.535,1.37,-17.93%,2313.62万,-45.41%,9.01,2.94亿,1.93亿,16.86%,5.03亿,3920.87万
2023,12.186,0.5585,21.82,7.297,1.67,-23.78%,4238.44万,-18.58%,9.92,3.63亿,2.43亿,25.35%,5.54亿,3602.27万
2022,,,,,2.19,12.96%,5205.77万,13.24%,7.87,1.42亿,2.00亿,23.73%,3.18亿,3849.10万
2021,,,,,1.94,10.51%,4596.93万,-22.77%,7.55,1.27亿,1.96亿,23.67%,2.94亿,3081.80万
2020,,,,,1.76,-18.86%,5952.03万,-10.65%,7.00,8452.60万,1.78亿,33.87%,2.73亿,2287.61万
2019,,,,,2.17,4.60%,6661.44万,10.57%,5.45,8593.71万,1.25亿,30.76%,2.13亿,3020.86万
2018,,,,,2.07,28.64%,6024.57万,1396.09%,4.93,4051.63万,7579.32万,29.10%,1.48亿,2922.42万
2017,,,,,1.61,False,402.69万,False,2.84,38.77万,2152.53万,2.50%,8528.77万,1787.96万
