报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,67.694,14.0154,4.83,1.3725,12.33,10.39%,5664.93万,899.11%,2.52,5.66亿,5.17亿,4.59%,35.35亿,7.97亿
2025,49.755,14.0154,3.55,0.9686,51.37,1.02%,1877.42万,37.97%,2.48,5.59亿,4.61亿,0.37%,34.79亿,7.38亿
2024,37.842,14.0154,2.7,0.7442,50.85,11.10%,1360.75万,-75.01%,2.51,7.67亿,5.08亿,0.27%,35.16亿,7.69亿
2023,42.607,14.0154,3.04,0.9309,45.77,3.62%,5446.00万,-70.95%,2.66,9.77亿,5.61亿,1.19%,37.32亿,7.78亿
2022,59.565,14.0154,4.25,1.3485,44.17,30.07%,1.87亿,33.51%,2.67,3.89亿,5.84亿,4.29%,37.48亿,9.36亿
2021,81.99,14.0154,5.85,2.4143,33.96,19.89%,1.40亿,14.80%,2.49,7.20亿,4.19亿,4.16%,36.23亿,5.43亿
2020,39.705,12.565,3.16,1.4015,28.33,-16.34%,1.22亿,44.15%,2.22,4.31亿,3.49亿,4.19%,28.80亿,4.55亿
2019,36.438,12.565,2.9,1.0761,33.86,12.33%,8484.53万,161.12%,2.17,4.71亿,2.92亿,2.50%,27.22亿,5.13亿
2018,31.287,12.565,2.49,1.0381,30.14,-1.05%,-1.39亿,-345.31%,2.24,5.43亿,2.82亿,-7.15%,28.16亿,5.33亿
2017,,,4.99,,30.46,47.55%,5659.13万,-46.49%,2.24,5.46亿,4.21亿,2.46%,30.99亿,5.15亿
2016,,,5.96,,20.64,18.93%,1.06亿,167.81%,2.21,2.04亿,4.28亿,5.24%,28.63亿,3.22亿
2015,,,4.51,,17.36,-7.50%,3949.14万,-13.17%,2.53,1.67亿,4.14亿,2.37%,18.63亿,2.45亿
2014,,,2.82,,18.77,7.29%,4548.39万,45.87%,2.20,4.76亿,4.26亿,2.50%,12.30亿,3.39亿
2013,,,1.94,,17.49,-9.96%,3118.03万,53.09%,2.12,5.21亿,3.81亿,1.93%,11.83亿,3.83亿
2012,,,2.32,,19.43,-0.68%,2036.78万,-71.44%,2.10,4.48亿,3.82亿,1.93%,12.08亿,4.39亿
2011,,,3.5,,19.56,4.87%,7131.24万,-20.41%,2.06,3.96亿,3.61亿,3.79%,11.89亿,5.00亿
2010,,,7.81,,18.65,45.31%,8959.65万,-5.72%,4.06,4.69亿,3.19亿,5.40%,11.70亿,3.18亿
