报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,27.94,2.4509,11.4,1.7684,3.95,-5.40%,-5461.74万,-151.30%,5.83,3.40亿,2.56亿,-13.82%,14.29亿,5.87亿
2025,33.259,2.4509,13.57,1.5929,20.88,-2.69%,2994.07万,191.68%,6.06,2.94亿,3.11亿,1.43%,14.85亿,4.73亿
2024,36.273,2.4509,14.8,1.691,21.45,-1.99%,-3265.77万,-196.37%,5.93,2.04亿,2.84亿,-1.52%,14.54亿,4.65亿
2023,39.337,2.4509,16.05,1.797,21.89,-8.30%,3388.76万,48.38%,6.12,5.36亿,3.30亿,1.55%,15.01亿,4.06亿
2022,57.229,2.4509,23.35,2.3975,23.87,-5.63%,2283.87万,-26.40%,6.03,5.92亿,3.06亿,0.97%,14.77亿,3.91亿
2021,24.068,2.4509,9.82,0.9517,25.29,18.74%,3103.17万,2.80%,5.97,8.47亿,2.95亿,1.23%,14.63亿,4.16亿
2020,17.181,2.4509,7.01,0.8066,21.3,-2.66%,3018.66万,3.38%,5.88,7.61亿,2.75亿,1.42%,14.41亿,3.34亿
2019,16.519,2.4509,6.74,0.755,21.88,5.42%,2919.88万,14.01%,5.77,7.14亿,2.57亿,1.33%,14.14亿,3.32亿
2018,16.617,2.4509,6.78,0.8004,20.76,14.50%,2561.04万,15.44%,5.68,6.24亿,2.39亿,1.23%,13.92亿,3.93亿
2017,,,10.7,,18.13,28.50%,2218.49万,5.47%,5.61,4.90亿,2.24亿,1.22%,13.74亿,4.14亿
2016,,,16.53,,14.11,-5.84%,2103.52万,14.59%,5.55,5.17亿,2.11亿,1.49%,13.59亿,3.83亿
2015,,,15.65,,14.98,-18.93%,1835.77万,-9.56%,5.49,6.99亿,1.99亿,1.23%,13.46亿,3.43亿
2014,,,10.1,,18.48,-4.14%,2029.88万,0.60%,5.45,6.84亿,1.90亿,1.10%,13.35亿,4.28亿
2013,,,6.57,,19.28,23.52%,2017.70万,21.74%,5.39,6.20亿,1.79亿,1.05%,13.22亿,4.46亿
2012,,,6.14,,15.61,5.07%,1657.45万,-36.44%,5.26,2.35亿,1.69亿,1.06%,8.64亿,3.93亿
2011,,,6.93,,14.86,10.95%,2607.83万,-16.64%,5.24,4.49亿,1.68亿,1.76%,8.61亿,3.87亿
2010,,,9.37,,13.39,11.75%,3128.49万,6.50%,5.14,5.87亿,1.54亿,2.34%,8.45亿,2.92亿
